Codigo_region;Circunscripción_senatorial;Distrito;region;comuna;votos_validos_opcion;opcion;votos_opcion
2;CIRCUNSCRIPCION SENATORIAL 3;DISTRITO 3;DE ANTOFAGASTA;ANTOFAGASTA;144366;RECHAZO;144366
2;CIRCUNSCRIPCION SENATORIAL 3;DISTRITO 3;DE ANTOFAGASTA;ANTOFAGASTA;0;VOTOS EN BLANCO;1497
2;CIRCUNSCRIPCION SENATORIAL 3;DISTRITO 3;DE ANTOFAGASTA;ANTOFAGASTA;0;VOTOS NULOS;4348
2;CIRCUNSCRIPCION SENATORIAL 3;DISTRITO 3;DE ANTOFAGASTA;CALAMA;29751;APRUEBO;29751
2;CIRCUNSCRIPCION SENATORIAL 3;DISTRITO 3;DE ANTOFAGASTA;CALAMA;72479;RECHAZO;72479
2;CIRCUNSCRIPCION SENATORIAL 3;DISTRITO 3;DE ANTOFAGASTA;CALAMA;0;VOTOS EN BLANCO;521
2;CIRCUNSCRIPCION SENATORIAL 3;DISTRITO 3;DE ANTOFAGASTA;CALAMA;0;VOTOS NULOS;1996
2;CIRCUNSCRIPCION SENATORIAL 3;DISTRITO 3;DE ANTOFAGASTA;MARIA ELENA;1399;APRUEBO;1399
2;CIRCUNSCRIPCION SENATORIAL 3;DISTRITO 3;DE ANTOFAGASTA;MARIA ELENA;2026;RECHAZO;2026
2;CIRCUNSCRIPCION SENATORIAL 3;DISTRITO 3;DE ANTOFAGASTA;MARIA ELENA;0;VOTOS EN BLANCO;23
2;CIRCUNSCRIPCION SENATORIAL 3;DISTRITO 3;DE ANTOFAGASTA;MARIA ELENA;0;VOTOS NULOS;85
2;CIRCUNSCRIPCION SENATORIAL 3;DISTRITO 3;DE ANTOFAGASTA;MEJILLONES;3430;APRUEBO;3430
2;CIRCUNSCRIPCION SENATORIAL 3;DISTRITO 3;DE ANTOFAGASTA;MEJILLONES;4823;RECHAZO;4823
2;CIRCUNSCRIPCION SENATORIAL 3;DISTRITO 3;DE ANTOFAGASTA;MEJILLONES;0;VOTOS EN BLANCO;53
2;CIRCUNSCRIPCION SENATORIAL 3;DISTRITO 3;DE ANTOFAGASTA;MEJILLONES;0;VOTOS NULOS;146
2;CIRCUNSCRIPCION SENATORIAL 3;DISTRITO 3;DE ANTOFAGASTA;OLLAGUE;197;APRUEBO;197
2;CIRCUNSCRIPCION SENATORIAL 3;DISTRITO 3;DE ANTOFAGASTA;OLLAGUE;707;RECHAZO;707
2;CIRCUNSCRIPCION SENATORIAL 3;DISTRITO 3;DE ANTOFAGASTA;OLLAGUE;0;VOTOS EN BLANCO;9
2;CIRCUNSCRIPCION SENATORIAL 3;DISTRITO 3;DE ANTOFAGASTA;OLLAGUE;0;VOTOS NULOS;10
2;CIRCUNSCRIPCION SENATORIAL 3;DISTRITO 3;DE ANTOFAGASTA;SAN PEDRO DE ATACAMA;2681;APRUEBO;2681
2;CIRCUNSCRIPCION SENATORIAL 3;DISTRITO 3;DE ANTOFAGASTA;SAN PEDRO DE ATACAMA;3211;RECHAZO;3211
2;CIRCUNSCRIPCION SENATORIAL 3;DISTRITO 3;DE ANTOFAGASTA;SAN PEDRO DE ATACAMA;0;VOTOS EN BLANCO;32
2;CIRCUNSCRIPCION SENATORIAL 3;DISTRITO 3;DE ANTOFAGASTA;SAN PEDRO DE ATACAMA;0;VOTOS NULOS;108
2;CIRCUNSCRIPCION SENATORIAL 3;DISTRITO 3;DE ANTOFAGASTA;SIERRA GORDA;501;APRUEBO;501
2;CIRCUNSCRIPCION SENATORIAL 3;DISTRITO 3;DE ANTOFAGASTA;SIERRA GORDA;1029;RECHAZO;1029
2;CIRCUNSCRIPCION SENATORIAL 3;DISTRITO 3;DE ANTOFAGASTA;SIERRA GORDA;0;VOTOS EN BLANCO;5
2;CIRCUNSCRIPCION SENATORIAL 3;DISTRITO 3;DE ANTOFAGASTA;SIERRA GORDA;0;VOTOS NULOS;18
2;CIRCUNSCRIPCION SENATORIAL 3;DISTRITO 3;DE ANTOFAGASTA;TALTAL;3361;APRUEBO;3361
2;CIRCUNSCRIPCION SENATORIAL 3;DISTRITO 3;DE ANTOFAGASTA;TALTAL;4530;RECHAZO;4530
2;CIRCUNSCRIPCION SENATORIAL 3;DISTRITO 3;DE ANTOFAGASTA;TALTAL;0;VOTOS EN BLANCO;60
2;CIRCUNSCRIPCION SENATORIAL 3;DISTRITO 3;DE ANTOFAGASTA;TALTAL;0;VOTOS NULOS;120
2;CIRCUNSCRIPCION SENATORIAL 3;DISTRITO 3;DE ANTOFAGASTA;TOCOPILLA;6787;APRUEBO;6787
2;CIRCUNSCRIPCION SENATORIAL 3;DISTRITO 3;DE ANTOFAGASTA;TOCOPILLA;10094;RECHAZO;10094
2;CIRCUNSCRIPCION SENATORIAL 3;DISTRITO 3;DE ANTOFAGASTA;TOCOPILLA;0;VOTOS EN BLANCO;95
2;CIRCUNSCRIPCION SENATORIAL 3;DISTRITO 3;DE ANTOFAGASTA;TOCOPILLA;0;VOTOS NULOS;376
3;CIRCUNSCRIPCION SENATORIAL 4;DISTRITO 4;DE ATACAMA;ALTO DEL CARMEN;1324;APRUEBO;1324
3;CIRCUNSCRIPCION SENATORIAL 4;DISTRITO 4;DE ATACAMA;ALTO DEL CARMEN;2679;RECHAZO;2679
3;CIRCUNSCRIPCION SENATORIAL 4;DISTRITO 4;DE ATACAMA;ALTO DEL CARMEN;0;VOTOS EN BLANCO;32
3;CIRCUNSCRIPCION SENATORIAL 4;DISTRITO 4;DE ATACAMA;ALTO DEL CARMEN;0;VOTOS NULOS;69
3;CIRCUNSCRIPCION SENATORIAL 4;DISTRITO 4;DE ATACAMA;CALDERA;5993;APRUEBO;5993
3;CIRCUNSCRIPCION SENATORIAL 4;DISTRITO 4;DE ATACAMA;CALDERA;7000;RECHAZO;7000
3;CIRCUNSCRIPCION SENATORIAL 4;DISTRITO 4;DE ATACAMA;CALDERA;0;VOTOS EN BLANCO;104
3;CIRCUNSCRIPCION SENATORIAL 4;DISTRITO 4;DE ATACAMA;CALDERA;0;VOTOS NULOS;190
3;CIRCUNSCRIPCION SENATORIAL 4;DISTRITO 4;DE ATACAMA;CHAÑARAL;4477;APRUEBO;4477
3;CIRCUNSCRIPCION SENATORIAL 4;DISTRITO 4;DE ATACAMA;CHAÑARAL;4730;RECHAZO;4730
3;CIRCUNSCRIPCION SENATORIAL 4;DISTRITO 4;DE ATACAMA;CHAÑARAL;0;VOTOS EN BLANCO;67
3;CIRCUNSCRIPCION SENATORIAL 4;DISTRITO 4;DE ATACAMA;CHAÑARAL;0;VOTOS NULOS;154
3;CIRCUNSCRIPCION SENATORIAL 4;DISTRITO 4;DE ATACAMA;COPIAPO;41033;APRUEBO;41033
3;CIRCUNSCRIPCION SENATORIAL 4;DISTRITO 4;DE ATACAMA;COPIAPO;63634;RECHAZO;63634
3;CIRCUNSCRIPCION SENATORIAL 4;DISTRITO 4;DE ATACAMA;COPIAPO;0;VOTOS EN BLANCO;680
3;CIRCUNSCRIPCION SENATORIAL 4;DISTRITO 4;DE ATACAMA;COPIAPO;0;VOTOS NULOS;1649
3;CIRCUNSCRIPCION SENATORIAL 4;DISTRITO 4;DE ATACAMA;DIEGO DE ALMAGRO;4012;APRUEBO;4012
3;CIRCUNSCRIPCION SENATORIAL 4;DISTRITO 4;DE ATACAMA;DIEGO DE ALMAGRO;4510;RECHAZO;4510
3;CIRCUNSCRIPCION SENATORIAL 4;DISTRITO 4;DE ATACAMA;DIEGO DE ALMAGRO;0;VOTOS EN BLANCO;65
3;CIRCUNSCRIPCION SENATORIAL 4;DISTRITO 4;DE ATACAMA;DIEGO DE ALMAGRO;0;VOTOS NULOS;175
3;CIRCUNSCRIPCION SENATORIAL 4;DISTRITO 4;DE ATACAMA;FREIRINA;2244;APRUEBO;2244
3;CIRCUNSCRIPCION SENATORIAL 4;DISTRITO 4;DE ATACAMA;FREIRINA;2803;RECHAZO;2803
3;CIRCUNSCRIPCION SENATORIAL 4;DISTRITO 4;DE ATACAMA;FREIRINA;0;VOTOS EN BLANCO;55
3;CIRCUNSCRIPCION SENATORIAL 4;DISTRITO 4;DE ATACAMA;FREIRINA;0;VOTOS NULOS;78
3;CIRCUNSCRIPCION SENATORIAL 4;DISTRITO 4;DE ATACAMA;HUASCO;3367;APRUEBO;3367
3;CIRCUNSCRIPCION SENATORIAL 4;DISTRITO 4;DE ATACAMA;HUASCO;3659;RECHAZO;3659
3;CIRCUNSCRIPCION SENATORIAL 4;DISTRITO 4;DE ATACAMA;HUASCO;0;VOTOS EN BLANCO;61
3;CIRCUNSCRIPCION SENATORIAL 4;DISTRITO 4;DE ATACAMA;HUASCO;0;VOTOS NULOS;112
3;CIRCUNSCRIPCION SENATORIAL 4;DISTRITO 4;DE ATACAMA;TIERRA AMARILLA;3542;APRUEBO;3542
3;CIRCUNSCRIPCION SENATORIAL 4;DISTRITO 4;DE ATACAMA;TIERRA AMARILLA;6829;RECHAZO;6829
3;CIRCUNSCRIPCION SENATORIAL 4;DISTRITO 4;DE ATACAMA;TIERRA AMARILLA;0;VOTOS EN BLANCO;72
3;CIRCUNSCRIPCION SENATORIAL 4;DISTRITO 4;DE ATACAMA;TIERRA AMARILLA;0;VOTOS NULOS;213
3;CIRCUNSCRIPCION SENATORIAL 4;DISTRITO 4;DE ATACAMA;VALLENAR;14794;APRUEBO;14794
3;CIRCUNSCRIPCION SENATORIAL 4;DISTRITO 4;DE ATACAMA;VALLENAR;23189;RECHAZO;23189
3;CIRCUNSCRIPCION SENATORIAL 4;DISTRITO 4;DE ATACAMA;VALLENAR;0;VOTOS EN BLANCO;325
3;CIRCUNSCRIPCION SENATORIAL 4;DISTRITO 4;DE ATACAMA;VALLENAR;0;VOTOS NULOS;712
4;CIRCUNSCRIPCION SENATORIAL 5;DISTRITO 5;DE COQUIMBO;ANDACOLLO;4425;APRUEBO;4425
4;CIRCUNSCRIPCION SENATORIAL 5;DISTRITO 5;DE COQUIMBO;ANDACOLLO;5192;RECHAZO;5192
4;CIRCUNSCRIPCION SENATORIAL 5;DISTRITO 5;DE COQUIMBO;ANDACOLLO;0;VOTOS EN BLANCO;102
4;CIRCUNSCRIPCION SENATORIAL 5;DISTRITO 5;DE COQUIMBO;ANDACOLLO;0;VOTOS NULOS;186
4;CIRCUNSCRIPCION SENATORIAL 5;DISTRITO 5;DE COQUIMBO;CANELA;3482;APRUEBO;3482
4;CIRCUNSCRIPCION SENATORIAL 5;DISTRITO 5;DE COQUIMBO;CANELA;4113;RECHAZO;4113
4;CIRCUNSCRIPCION SENATORIAL 5;DISTRITO 5;DE COQUIMBO;CANELA;0;VOTOS EN BLANCO;89
4;CIRCUNSCRIPCION SENATORIAL 5;DISTRITO 5;DE COQUIMBO;CANELA;0;VOTOS NULOS;113
4;CIRCUNSCRIPCION SENATORIAL 5;DISTRITO 5;DE COQUIMBO;COMBARBALA;3716;APRUEBO;3716
4;CIRCUNSCRIPCION SENATORIAL 5;DISTRITO 5;DE COQUIMBO;COMBARBALA;6161;RECHAZO;6161
4;CIRCUNSCRIPCION SENATORIAL 5;DISTRITO 5;DE COQUIMBO;COMBARBALA;0;VOTOS EN BLANCO;141
4;CIRCUNSCRIPCION SENATORIAL 5;DISTRITO 5;DE COQUIMBO;COMBARBALA;0;VOTOS NULOS;226
4;CIRCUNSCRIPCION SENATORIAL 5;DISTRITO 5;DE COQUIMBO;COQUIMBO;63400;APRUEBO;63400
4;CIRCUNSCRIPCION SENATORIAL 5;DISTRITO 5;DE COQUIMBO;COQUIMBO;88376;RECHAZO;88376
4;CIRCUNSCRIPCION SENATORIAL 5;DISTRITO 5;DE COQUIMBO;COQUIMBO;0;VOTOS EN BLANCO;1238
4;CIRCUNSCRIPCION SENATORIAL 5;DISTRITO 5;DE COQUIMBO;COQUIMBO;0;VOTOS NULOS;3091
4;CIRCUNSCRIPCION SENATORIAL 5;DISTRITO 5;DE COQUIMBO;ILLAPEL;9889;APRUEBO;9889
4;CIRCUNSCRIPCION SENATORIAL 5;DISTRITO 5;DE COQUIMBO;ILLAPEL;13523;RECHAZO;13523
4;CIRCUNSCRIPCION SENATORIAL 5;DISTRITO 5;DE COQUIMBO;ILLAPEL;0;VOTOS EN BLANCO;217
4;CIRCUNSCRIPCION SENATORIAL 5;DISTRITO 5;DE COQUIMBO;ILLAPEL;0;VOTOS NULOS;416
4;CIRCUNSCRIPCION SENATORIAL 5;DISTRITO 5;DE COQUIMBO;LA HIGUERA;1444;APRUEBO;1444
4;CIRCUNSCRIPCION SENATORIAL 5;DISTRITO 5;DE COQUIMBO;LA HIGUERA;2274;RECHAZO;2274
4;CIRCUNSCRIPCION SENATORIAL 5;DISTRITO 5;DE COQUIMBO;LA HIGUERA;0;VOTOS EN BLANCO;25
4;CIRCUNSCRIPCION SENATORIAL 5;DISTRITO 5;DE COQUIMBO;LA HIGUERA;0;VOTOS NULOS;83
4;CIRCUNSCRIPCION SENATORIAL 5;DISTRITO 5;DE COQUIMBO;LA SERENA;68172;APRUEBO;68172
4;CIRCUNSCRIPCION SENATORIAL 5;DISTRITO 5;DE COQUIMBO;LA SERENA;91678;RECHAZO;91678
4;CIRCUNSCRIPCION SENATORIAL 5;DISTRITO 5;DE COQUIMBO;LA SERENA;0;VOTOS EN BLANCO;1015
4;CIRCUNSCRIPCION SENATORIAL 5;DISTRITO 5;DE COQUIMBO;LA SERENA;0;VOTOS NULOS;2867
4;CIRCUNSCRIPCION SENATORIAL 5;DISTRITO 5;DE COQUIMBO;LOS VILOS;6910;APRUEBO;6910
4;CIRCUNSCRIPCION SENATORIAL 5;DISTRITO 5;DE COQUIMBO;LOS VILOS;9135;RECHAZO;9135
4;CIRCUNSCRIPCION SENATORIAL 5;DISTRITO 5;DE COQUIMBO;LOS VILOS;0;VOTOS EN BLANCO;122
4;CIRCUNSCRIPCION SENATORIAL 5;DISTRITO 5;DE COQUIMBO;LOS VILOS;0;VOTOS NULOS;302
4;CIRCUNSCRIPCION SENATORIAL 5;DISTRITO 5;DE COQUIMBO;MONTE PATRIA;7213;APRUEBO;7213
4;CIRCUNSCRIPCION SENATORIAL 5;DISTRITO 5;DE COQUIMBO;MONTE PATRIA;16159;RECHAZO;16159
4;CIRCUNSCRIPCION SENATORIAL 5;DISTRITO 5;DE COQUIMBO;MONTE PATRIA;0;VOTOS EN BLANCO;191
4;CIRCUNSCRIPCION SENATORIAL 5;DISTRITO 5;DE COQUIMBO;MONTE PATRIA;0;VOTOS NULOS;392
4;CIRCUNSCRIPCION SENATORIAL 5;DISTRITO 5;DE COQUIMBO;OVALLE;28559;APRUEBO;28559
4;CIRCUNSCRIPCION SENATORIAL 5;DISTRITO 5;DE COQUIMBO;OVALLE;50875;RECHAZO;50875
4;CIRCUNSCRIPCION SENATORIAL 5;DISTRITO 5;DE COQUIMBO;OVALLE;0;VOTOS EN BLANCO;581
4;CIRCUNSCRIPCION SENATORIAL 5;DISTRITO 5;DE COQUIMBO;OVALLE;0;VOTOS NULOS;1345
4;CIRCUNSCRIPCION SENATORIAL 5;DISTRITO 5;DE COQUIMBO;PAIHUANO;1534;APRUEBO;1534
4;CIRCUNSCRIPCION SENATORIAL 5;DISTRITO 5;DE COQUIMBO;PAIHUANO;2837;RECHAZO;2837
4;CIRCUNSCRIPCION SENATORIAL 5;DISTRITO 5;DE COQUIMBO;PAIHUANO;0;VOTOS EN BLANCO;31
4;CIRCUNSCRIPCION SENATORIAL 5;DISTRITO 5;DE COQUIMBO;PAIHUANO;0;VOTOS NULOS;71
4;CIRCUNSCRIPCION SENATORIAL 5;DISTRITO 5;DE COQUIMBO;PUNITAQUI;2988;APRUEBO;2988
4;CIRCUNSCRIPCION SENATORIAL 5;DISTRITO 5;DE COQUIMBO;PUNITAQUI;6113;RECHAZO;6113
4;CIRCUNSCRIPCION SENATORIAL 5;DISTRITO 5;DE COQUIMBO;PUNITAQUI;0;VOTOS EN BLANCO;75
4;CIRCUNSCRIPCION SENATORIAL 5;DISTRITO 5;DE COQUIMBO;PUNITAQUI;0;VOTOS NULOS;162
4;CIRCUNSCRIPCION SENATORIAL 5;DISTRITO 5;DE COQUIMBO;RIO HURTADO;1131;APRUEBO;1131
4;CIRCUNSCRIPCION SENATORIAL 5;DISTRITO 5;DE COQUIMBO;RIO HURTADO;2768;RECHAZO;2768
4;CIRCUNSCRIPCION SENATORIAL 5;DISTRITO 5;DE COQUIMBO;RIO HURTADO;0;VOTOS EN BLANCO;40
4;CIRCUNSCRIPCION SENATORIAL 5;DISTRITO 5;DE COQUIMBO;RIO HURTADO;0;VOTOS NULOS;83
4;CIRCUNSCRIPCION SENATORIAL 5;DISTRITO 5;DE COQUIMBO;SALAMANCA;7541;APRUEBO;7541
4;CIRCUNSCRIPCION SENATORIAL 5;DISTRITO 5;DE COQUIMBO;SALAMANCA;12558;RECHAZO;12558
4;CIRCUNSCRIPCION SENATORIAL 5;DISTRITO 5;DE COQUIMBO;SALAMANCA;0;VOTOS EN BLANCO;195
4;CIRCUNSCRIPCION SENATORIAL 5;DISTRITO 5;DE COQUIMBO;SALAMANCA;0;VOTOS NULOS;305
4;CIRCUNSCRIPCION SENATORIAL 5;DISTRITO 5;DE COQUIMBO;VICUÑA;7404;APRUEBO;7404
4;CIRCUNSCRIPCION SENATORIAL 5;DISTRITO 5;DE COQUIMBO;VICUÑA;13433;RECHAZO;13433
4;CIRCUNSCRIPCION SENATORIAL 5;DISTRITO 5;DE COQUIMBO;VICUÑA;0;VOTOS EN BLANCO;183
4;CIRCUNSCRIPCION SENATORIAL 5;DISTRITO 5;DE COQUIMBO;VICUÑA;0;VOTOS NULOS;355
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 6;DE VALPARAISO;CABILDO;6292;APRUEBO;6292
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 6;DE VALPARAISO;CABILDO;9537;RECHAZO;9537
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 6;DE VALPARAISO;CABILDO;0;VOTOS EN BLANCO;128
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 6;DE VALPARAISO;CABILDO;0;VOTOS NULOS;253
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 6;DE VALPARAISO;CALERA;16599;APRUEBO;16599
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 6;DE VALPARAISO;CALERA;21650;RECHAZO;21650
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 6;DE VALPARAISO;CALERA;0;VOTOS EN BLANCO;255
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 6;DE VALPARAISO;CALERA;0;VOTOS NULOS;730
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 6;DE VALPARAISO;CALLE LARGA;3839;APRUEBO;3839
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 6;DE VALPARAISO;CALLE LARGA;6820;RECHAZO;6820
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 6;DE VALPARAISO;CALLE LARGA;0;VOTOS EN BLANCO;57
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 6;DE VALPARAISO;CALLE LARGA;0;VOTOS NULOS;158
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 6;DE VALPARAISO;CATEMU;3595;APRUEBO;3595
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 6;DE VALPARAISO;CATEMU;7294;RECHAZO;7294
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 6;DE VALPARAISO;CATEMU;0;VOTOS EN BLANCO;86
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 6;DE VALPARAISO;CATEMU;0;VOTOS NULOS;153
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 6;DE VALPARAISO;HIJUELAS;4453;APRUEBO;4453
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 6;DE VALPARAISO;HIJUELAS;9924;RECHAZO;9924
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 6;DE VALPARAISO;HIJUELAS;0;VOTOS EN BLANCO;100
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 6;DE VALPARAISO;HIJUELAS;0;VOTOS NULOS;280
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 6;DE VALPARAISO;LA CRUZ;5621;APRUEBO;5621
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 6;DE VALPARAISO;LA CRUZ;9747;RECHAZO;9747
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 6;DE VALPARAISO;LA CRUZ;0;VOTOS EN BLANCO;77
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 6;DE VALPARAISO;LA CRUZ;0;VOTOS NULOS;278
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 6;DE VALPARAISO;LA LIGUA;11405;APRUEBO;11405
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 6;DE VALPARAISO;LA LIGUA;16366;RECHAZO;16366
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 6;DE VALPARAISO;LA LIGUA;0;VOTOS EN BLANCO;210
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 6;DE VALPARAISO;LA LIGUA;0;VOTOS NULOS;420
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 6;DE VALPARAISO;LIMACHE;13136;APRUEBO;13136
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 6;DE VALPARAISO;LIMACHE;22659;RECHAZO;22659
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 6;DE VALPARAISO;LIMACHE;0;VOTOS EN BLANCO;250
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 6;DE VALPARAISO;LIMACHE;0;VOTOS NULOS;674
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 6;DE VALPARAISO;LLAILLAY;8497;APRUEBO;8497
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 6;DE VALPARAISO;LLAILLAY;10476;RECHAZO;10476
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 6;DE VALPARAISO;LLAILLAY;0;VOTOS EN BLANCO;121
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 6;DE VALPARAISO;LLAILLAY;0;VOTOS NULOS;293
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 6;DE VALPARAISO;LOS ANDES;19104;APRUEBO;19104
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 6;DE VALPARAISO;LOS ANDES;28906;RECHAZO;28906
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 6;DE VALPARAISO;LOS ANDES;0;VOTOS EN BLANCO;251
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 6;DE VALPARAISO;LOS ANDES;0;VOTOS NULOS;732
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 6;DE VALPARAISO;NOGALES;7215;APRUEBO;7215
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 6;DE VALPARAISO;NOGALES;10079;RECHAZO;10079
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 6;DE VALPARAISO;NOGALES;0;VOTOS EN BLANCO;155
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 6;DE VALPARAISO;NOGALES;0;VOTOS NULOS;306
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 6;DE VALPARAISO;OLMUE;5056;APRUEBO;5056
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 6;DE VALPARAISO;OLMUE;10029;RECHAZO;10029
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 6;DE VALPARAISO;OLMUE;0;VOTOS EN BLANCO;94
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 6;DE VALPARAISO;OLMUE;0;VOTOS NULOS;354
