codigo_region;codigo_comuna;region;comuna;pop_hombre_2024;pop_mujer_2024;Grupo_edad;pop_censo_2024
15;15101;Arica y Parinacota;Arica;6.321;6.350;0 a 4;12.671
15;15101;Arica y Parinacota;Arica;8264;7982;5 a 9;16246
15;15101;Arica y Parinacota;Arica;9543;9091;10 a 14;18.634
15;15101;Arica y Parinacota;Arica;8705;8357;15 a 19;17062
15;15101;Arica y Parinacota;Arica;9.194;8.678;20 a 24;17.872
15;15101;Arica y Parinacota;Arica;9.839;9.363;25 a 29;19.202
15;15101;Arica y Parinacota;Arica;9.999;9.569;30 a 34;19.568
15;15101;Arica y Parinacota;Arica;9526;9258;35 a 39;18.784
15;15101;Arica y Parinacota;Arica;8029;8519;40 a 44;16548
15;15101;Arica y Parinacota;Arica;7.152;7.523;45 a 49;14.675
15;15101;Arica y Parinacota;Arica;7.218;7.905;50 a 54;15.123
15;15101;Arica y Parinacota;Arica;5.844;6.745;55 a 59;12.589
15;15101;Arica y Parinacota;Arica;5.461;6.582;60 a 64;12.043
15;15101;Arica y Parinacota;Arica;4858;5209;65 a 69;10.067
15;15101;Arica y Parinacota;Arica;3.599;4.251;70 a 74;7.850
15;15101;Arica y Parinacota;Arica;2.642;3.248;75 a 79;5.890
15;15101;Arica y Parinacota;Arica;1596;2189;80 a 84;3785
15;15101;Arica y Parinacota;Arica;1.054;1.990;85 o más;3.044
15;15102;Arica y Parinacota;Camarones;17;9;0 a 4;26
15;15102;Arica y Parinacota;Camarones;14;23;5 a 9;37
15;15102;Arica y Parinacota;Camarones;23;20;10 a 14;43
15;15102;Arica y Parinacota;Camarones;22;24;15 a 19;46
15;15102;Arica y Parinacota;Camarones;17;18;20 a 24;35
15;15102;Arica y Parinacota;Camarones;22;11;25 a 29;33
15;15102;Arica y Parinacota;Camarones;20;23;30 a 34;43
15;15102;Arica y Parinacota;Camarones;23;23;35 a 39;46
15;15102;Arica y Parinacota;Camarones;24;26;40 a 44;50
15;15102;Arica y Parinacota;Camarones;33;24;45 a 49;57
15;15102;Arica y Parinacota;Camarones;36;36;50 a 54;72
15;15102;Arica y Parinacota;Camarones;27;34;55 a 59;61
15;15102;Arica y Parinacota;Camarones;41;43;60 a 64;84
15;15102;Arica y Parinacota;Camarones;32;37;65 a 69;69
15;15102;Arica y Parinacota;Camarones;28;29;70 a 74;57
15;15102;Arica y Parinacota;Camarones;32;34;75 a 79;66
15;15102;Arica y Parinacota;Camarones;12;7;80 a 84;19
15;15102;Arica y Parinacota;Camarones;7;10;85 o más;17
15;15201;Arica y Parinacota;Putre;42;36;0 a 4;78
15;15201;Arica y Parinacota;Putre;44;40;5 a 9;84
15;15201;Arica y Parinacota;Putre;48;40;10 a 14;88
15;15201;Arica y Parinacota;Putre;106;60;15 a 19;166
15;15201;Arica y Parinacota;Putre;78;54;20 a 24;132
15;15201;Arica y Parinacota;Putre;57;56;25 a 29;113
15;15201;Arica y Parinacota;Putre;55;46;30 a 34;101
15;15201;Arica y Parinacota;Putre;51;44;35 a 39;95
15;15201;Arica y Parinacota;Putre;42;40;40 a 44;82
15;15201;Arica y Parinacota;Putre;50;32;45 a 49;82
15;15201;Arica y Parinacota;Putre;53;48;50 a 54;101
15;15201;Arica y Parinacota;Putre;56;38;55 a 59;94
15;15201;Arica y Parinacota;Putre;34;41;60 a 64;75
15;15201;Arica y Parinacota;Putre;43;39;65 a 69;82
15;15201;Arica y Parinacota;Putre;41;30;70 a 74;71
15;15201;Arica y Parinacota;Putre;17;24;75 a 79;41
15;15201;Arica y Parinacota;Putre;18;22;80 a 84;40
15;15201;Arica y Parinacota;Putre;11;11;85 o más;22
15;15202;Arica y Parinacota;General Lagos;25;19;0 a 4;44
15;15202;Arica y Parinacota;General Lagos;21;26;5 a 9;47
15;15202;Arica y Parinacota;General Lagos;14;18;10 a 14;32
15;15202;Arica y Parinacota;General Lagos;11;9;15 a 19;20
15;15202;Arica y Parinacota;General Lagos;11;9;20 a 24;20
15;15202;Arica y Parinacota;General Lagos;17;14;25 a 29;31
15;15202;Arica y Parinacota;General Lagos;16;11;30 a 34;27
15;15202;Arica y Parinacota;General Lagos;9;12;35 a 39;21
15;15202;Arica y Parinacota;General Lagos;13;7;40 a 44;20
15;15202;Arica y Parinacota;General Lagos;13;15;45 a 49;28
15;15202;Arica y Parinacota;General Lagos;13;16;50 a 54;29
15;15202;Arica y Parinacota;General Lagos;14;18;55 a 59;32
15;15202;Arica y Parinacota;General Lagos;25;16;60 a 64;41
15;15202;Arica y Parinacota;General Lagos;15;21;65 a 69;36
15;15202;Arica y Parinacota;General Lagos;17;14;70 a 74;31
15;15202;Arica y Parinacota;General Lagos;18;10;75 a 79;28
15;15202;Arica y Parinacota;General Lagos;6;8;80 a 84;14
15;15202;Arica y Parinacota;General Lagos;3;4;85 o más;7
1;1101;Tarapacá;Iquique;5.052;4.915;0 a 4;9.967
1;1101;Tarapacá;Iquique;6.565;6.502;5 a 9;13.067
1;1101;Tarapacá;Iquique;7.482;7.079;10 a 14;14.561
1;1101;Tarapacá;Iquique;6.664;6.241;15 a 19;12.905
1;1101;Tarapacá;Iquique;6.804;6.423;20 a 24;13.227
1;1101;Tarapacá;Iquique;8.211;8.177;25 a 29;16.388
1;1101;Tarapacá;Iquique;9.160;9.027;30 a 34;18.187
1;1101;Tarapacá;Iquique;8.309;8.539;35 a 39;16.848
1;1101;Tarapacá;Iquique;7.586;7.835;40 a 44;15.421
1;1101;Tarapacá;Iquique;6.361;6.485;45 a 49;12.846
1;1101;Tarapacá;Iquique;5.793;6.012;50 a 54;11.805
1;1101;Tarapacá;Iquique;4.878;5.192;55 a 59;10.070
1;1101;Tarapacá;Iquique;4.671;5.396;60 a 64;10.067
1;1101;Tarapacá;Iquique;4.179;4.592;65 a 69;8.771
1;1101;Tarapacá;Iquique;2.985;3.438;70 a 74;6.423
1;1101;Tarapacá;Iquique;1.908;2.284;75 a 79;4.192
1;1101;Tarapacá;Iquique;1.050;1.505;80 a 84;2.555
1;1101;Tarapacá;Iquique;755;1.532;85 o más;2.287
1;1107;Tarapacá;Alto Hospicio;5.294;5.073;0 a 4;10.367
1;1107;Tarapacá;Alto Hospicio;6.437;6.312;5 a 9;12.749
1;1107;Tarapacá;Alto Hospicio;6.672;6.376;10 a 14;13.048
1;1107;Tarapacá;Alto Hospicio;6.297;5.836;15 a 19;12.133
1;1107;Tarapacá;Alto Hospicio;6.341;5.967;20 a 24;12.308
1;1107;Tarapacá;Alto Hospicio;6.433;6.536;25 a 29;12.969
1;1107;Tarapacá;Alto Hospicio;6.606;6.598;30 a 34;13.204
1;1107;Tarapacá;Alto Hospicio;5.542;5.741;35 a 39;11.283
1;1107;Tarapacá;Alto Hospicio;4.701;5.035;40 a 44;9.736
1;1107;Tarapacá;Alto Hospicio;3.834;4.125;45 a 49;7.959
1;1107;Tarapacá;Alto Hospicio;3.388;3.942;50 a 54;7.330
1;1107;Tarapacá;Alto Hospicio;3.026;3.218;55 a 59;6.244
1;1107;Tarapacá;Alto Hospicio;2.456;2.594;60 a 64;5.050
1;1107;Tarapacá;Alto Hospicio;1.682;1.718;65 a 69;3.400
1;1107;Tarapacá;Alto Hospicio;986;1.047;70 a 74;2.033
1;1107;Tarapacá;Alto Hospicio;520;686;75 a 79;1.206
1;1107;Tarapacá;Alto Hospicio;284;366;80 a 84;650
1;1107;Tarapacá;Alto Hospicio;150;267;85 o más;417
1;1401;Tarapacá;Pozo Almonte;592;563;0 a 4;1.155
1;1401;Tarapacá;Pozo Almonte;700;727;5 a 9;1.427
1;1401;Tarapacá;Pozo Almonte;718;753;10 a 14;1.471
1;1401;Tarapacá;Pozo Almonte;693;633;15 a 19;1.326
1;1401;Tarapacá;Pozo Almonte;742;596;20 a 24;1.338
1;1401;Tarapacá;Pozo Almonte;713;615;25 a 29;1.328
1;1401;Tarapacá;Pozo Almonte;681;647;30 a 34;1.328
1;1401;Tarapacá;Pozo Almonte;655;689;35 a 39;1.344
1;1401;Tarapacá;Pozo Almonte;608;544;40 a 44;1.152
1;1401;Tarapacá;Pozo Almonte;438;465;45 a 49;903
1;1401;Tarapacá;Pozo Almonte;439;441;50 a 54;880
1;1401;Tarapacá;Pozo Almonte;399;365;55 a 59;764
1;1401;Tarapacá;Pozo Almonte;402;351;60 a 64;753
1;1401;Tarapacá;Pozo Almonte;359;316;65 a 69;675
1;1401;Tarapacá;Pozo Almonte;243;204;70 a 74;447
1;1401;Tarapacá;Pozo Almonte;148;152;75 a 79;300
1;1401;Tarapacá;Pozo Almonte;83;85;80 a 84;168
1;1401;Tarapacá;Pozo Almonte;54;65;85 o más;119
1;1402;Tarapacá;Camiña;45;46;0 a 4;91
1;1402;Tarapacá;Camiña;61;48;5 a 9;109
1;1402;Tarapacá;Camiña;69;66;10 a 14;135
1;1402;Tarapacá;Camiña;36;54;15 a 19;90
1;1402;Tarapacá;Camiña;31;42;20 a 24;73
1;1402;Tarapacá;Camiña;42;59;25 a 29;101
1;1402;Tarapacá;Camiña;33;41;30 a 34;74
1;1402;Tarapacá;Camiña;37;41;35 a 39;78
1;1402;Tarapacá;Camiña;35;39;40 a 44;74
1;1402;Tarapacá;Camiña;32;35;45 a 49;67
1;1402;Tarapacá;Camiña;34;37;50 a 54;71
1;1402;Tarapacá;Camiña;35;35;55 a 59;70
1;1402;Tarapacá;Camiña;30;36;60 a 64;66
1;1402;Tarapacá;Camiña;37;32;65 a 69;69
1;1402;Tarapacá;Camiña;33;22;70 a 74;55
1;1402;Tarapacá;Camiña;26;24;75 a 79;50
1;1402;Tarapacá;Camiña;19;18;80 a 84;37
1;1402;Tarapacá;Camiña;13;12;85 o más;25
1;1403;Tarapacá;Colchane;29;41;0 a 4;70
1;1403;Tarapacá;Colchane;29;34;5 a 9;63
1;1403;Tarapacá;Colchane;33;28;10 a 14;61
1;1403;Tarapacá;Colchane;40;31;15 a 19;71
1;1403;Tarapacá;Colchane;35;28;20 a 24;63
1;1403;Tarapacá;Colchane;35;35;25 a 29;70
1;1403;Tarapacá;Colchane;28;33;30 a 34;61
1;1403;Tarapacá;Colchane;14;18;35 a 39;32
1;1403;Tarapacá;Colchane;16;25;40 a 44;41
1;1403;Tarapacá;Colchane;18;18;45 a 49;36
1;1403;Tarapacá;Colchane;11;11;50 a 54;22
1;1403;Tarapacá;Colchane;14;20;55 a 59;34
1;1403;Tarapacá;Colchane;17;16;60 a 64;33
1;1403;Tarapacá;Colchane;15;12;65 a 69;27
1;1403;Tarapacá;Colchane;19;18;70 a 74;37
1;1403;Tarapacá;Colchane;16;14;75 a 79;30
1;1403;Tarapacá;Colchane;14;10;80 a 84;24
1;1403;Tarapacá;Colchane;6;9;85 o más;15
1;1404;Tarapacá;Huara;116;123;0 a 4;239
1;1404;Tarapacá;Huara;124;105;5 a 9;229
1;1404;Tarapacá;Huara;124;106;10 a 14;230
1;1404;Tarapacá;Huara;99;82;15 a 19;181
1;1404;Tarapacá;Huara;87;81;20 a 24;168
1;1404;Tarapacá;Huara;109;122;25 a 29;231
1;1404;Tarapacá;Huara;111;95;30 a 34;206
1;1404;Tarapacá;Huara;94;95;35 a 39;189
1;1404;Tarapacá;Huara;83;70;40 a 44;153
1;1404;Tarapacá;Huara;56;63;45 a 49;119
1;1404;Tarapacá;Huara;88;79;50 a 54;167
1;1404;Tarapacá;Huara;74;79;55 a 59;153
1;1404;Tarapacá;Huara;85;67;60 a 64;152
1;1404;Tarapacá;Huara;77;61;65 a 69;138
1;1404;Tarapacá;Huara;62;58;70 a 74;120
1;1404;Tarapacá;Huara;52;47;75 a 79;99
1;1404;Tarapacá;Huara;23;20;80 a 84;43
1;1404;Tarapacá;Huara;20;21;85 o más;41
1;1405;Tarapacá;Pica;230;213;0 a 4;443
1;1405;Tarapacá;Pica;250;236;5 a 9;486
1;1405;Tarapacá;Pica;294;270;10 a 14;564
1;1405;Tarapacá;Pica;248;207;15 a 19;455
1;1405;Tarapacá;Pica;196;213;20 a 24;409
1;1405;Tarapacá;Pica;252;252;25 a 29;504
1;1405;Tarapacá;Pica;214;270;30 a 34;484
1;1405;Tarapacá;Pica;210;232;35 a 39;442
1;1405;Tarapacá;Pica;186;201;40 a 44;387
1;1405;Tarapacá;Pica;163;163;45 a 49;326
1;1405;Tarapacá;Pica;133;166;50 a 54;299
1;1405;Tarapacá;Pica;130;142;55 a 59;272
1;1405;Tarapacá;Pica;155;171;60 a 64;326
1;1405;Tarapacá;Pica;149;127;65 a 69;276
1;1405;Tarapacá;Pica;126;117;70 a 74;243
1;1405;Tarapacá;Pica;77;92;75 a 79;169
1;1405;Tarapacá;Pica;47;56;80 a 84;103
1;1405;Tarapacá;Pica;33;51;85 o más;84
2;2101;Antofagasta;Antofagasta;10.608;9.866;0 a 4;20.474
2;2101;Antofagasta;Antofagasta;13.171;12.807;5 a 9;25.978
2;2101;Antofagasta;Antofagasta;14.969;14.389;10 a 14;29.358
2;2101;Antofagasta;Antofagasta;14.722;13.938;15 a 19;28.660
2;2101;Antofagasta;Antofagasta;15.799;15.046;20 a 24;30.845
2;2101;Antofagasta;Antofagasta;18.096;17.668;25 a 29;35.764
2;2101;Antofagasta;Antofagasta;19.045;19.085;30 a 34;38.130
2;2101;Antofagasta;Antofagasta;16.972;16.844;35 a 39;33.816
2;2101;Antofagasta;Antofagasta;14.214;14.626;40 a 44;28.840
2;2101;Antofagasta;Antofagasta;12.786;13.534;45 a 49;26.320
2;2101;Antofagasta;Antofagasta;12.243;12.947;50 a 54;25.190
2;2101;Antofagasta;Antofagasta;9.756;10.319;55 a 59;20.075
2;2101;Antofagasta;Antofagasta;8.824;9.763;60 a 64;18.587
2;2101;Antofagasta;Antofagasta;6.915;7.667;65 a 69;14.582
2;2101;Antofagasta;Antofagasta;4.518;5.630;70 a 74;10.148
2;2101;Antofagasta;Antofagasta;2.764;3.878;75 a 79;6.642
2;2101;Antofagasta;Antofagasta;1.562;2.671;80 a 84;4.233
2;2101;Antofagasta;Antofagasta;1.015;2.439;85 o más;3.454
2;2102;Antofagasta;Mejillones;440;461;0 a 4;901
2;2102;Antofagasta;Mejillones;641;601;5 a 9;1.242
2;2102;Antofagasta;Mejillones;629;574;10 a 14;1.203
2;2102;Antofagasta;Mejillones;532;475;15 a 19;1.007
2;2102;Antofagasta;Mejillones;576;532;20 a 24;1.108
2;2102;Antofagasta;Mejillones;591;638;25 a 29;1.229
2;2102;Antofagasta;Mejillones;668;717;30 a 34;1.385
2;2102;Antofagasta;Mejillones;574;575;35 a 39;1.149
2;2102;Antofagasta;Mejillones;443;474;40 a 44;917
2;2102;Antofagasta;Mejillones;382;427;45 a 49;809
2;2102;Antofagasta;Mejillones;332;364;50 a 54;696
2;2102;Antofagasta;Mejillones;339;333;55 a 59;672
2;2102;Antofagasta;Mejillones;324;329;60 a 64;653
2;2102;Antofagasta;Mejillones;268;218;65 a 69;486
2;2102;Antofagasta;Mejillones;139;147;70 a 74;286
2;2102;Antofagasta;Mejillones;85;101;75 a 79;186
2;2102;Antofagasta;Mejillones;35;64;80 a 84;99
2;2102;Antofagasta;Mejillones;23;33;85 o más;56
2;2103;Antofagasta;Sierra Gorda;56;43;0 a 4;99
2;2103;Antofagasta;Sierra Gorda;67;60;5 a 9;127
2;2103;Antofagasta;Sierra Gorda;74;65;10 a 14;139
2;2103;Antofagasta;Sierra Gorda;59;56;15 a 19;115
2;2103;Antofagasta;Sierra Gorda;54;57;20 a 24;111
2;2103;Antofagasta;Sierra Gorda;52;62;25 a 29;114
2;2103;Antofagasta;Sierra Gorda;52;80;30 a 34;132
2;2103;Antofagasta;Sierra Gorda;54;77;35 a 39;131
2;2103;Antofagasta;Sierra Gorda;52;52;40 a 44;104
2;2103;Antofagasta;Sierra Gorda;31;53;45 a 49;84
2;2103;Antofagasta;Sierra Gorda;41;43;50 a 54;84
2;2103;Antofagasta;Sierra Gorda;44;28;55 a 59;72
2;2103;Antofagasta;Sierra Gorda;29;29;60 a 64;58
2;2103;Antofagasta;Sierra Gorda;12;24;65 a 69;36
2;2103;Antofagasta;Sierra Gorda;11;18;70 a 74;29
2;2103;Antofagasta;Sierra Gorda;12;9;75 a 79;21
2;2103;Antofagasta;Sierra Gorda;4;3;80 a 84;7
2;2103;Antofagasta;Sierra Gorda;3;6;85 o más;9
2;2104;Antofagasta;Taltal;317;295;0 a 4;612
2;2104;Antofagasta;Taltal;415;424;5 a 9;839
2;2104;Antofagasta;Taltal;495;457;10 a 14;952
2;2104;Antofagasta;Taltal;480;422;15 a 19;902
2;2104;Antofagasta;Taltal;384;370;20 a 24;754
2;2104;Antofagasta;Taltal;441;453;25 a 29;894
2;2104;Antofagasta;Taltal;516;471;30 a 34;987
2;2104;Antofagasta;Taltal;447;451;35 a 39;898
2;2104;Antofagasta;Taltal;377;412;40 a 44;789
2;2104;Antofagasta;Taltal;340;370;45 a 49;710
2;2104;Antofagasta;Taltal;355;391;50 a 54;746
2;2104;Antofagasta;Taltal;381;362;55 a 59;743
2;2104;Antofagasta;Taltal;346;353;60 a 64;699
2;2104;Antofagasta;Taltal;286;287;65 a 69;573
2;2104;Antofagasta;Taltal;222;214;70 a 74;436
2;2104;Antofagasta;Taltal;127;142;75 a 79;269
2;2104;Antofagasta;Taltal;88;68;80 a 84;156
2;2104;Antofagasta;Taltal;46;92;85 o más;138
2;2201;Antofagasta;Calama;4.727;4.516;0 a 4;9.243
2;2201;Antofagasta;Calama;6.182;5.853;5 a 9;12.035
2;2201;Antofagasta;Calama;6.836;6.676;10 a 14;13.512
2;2201;Antofagasta;Calama;6.048;5.669;15 a 19;11.717
2;2201;Antofagasta;Calama;5.679;5.255;20 a 24;10.934
2;2201;Antofagasta;Calama;7.088;6.929;25 a 29;14.017
2;2201;Antofagasta;Calama;7.737;7.837;30 a 34;15.574
2;2201;Antofagasta;Calama;6.985;7.131;35 a 39;14.116
2;2201;Antofagasta;Calama;5.959;6.290;40 a 44;12.249
2;2201;Antofagasta;Calama;5.207;5.814;45 a 49;11.021
2;2201;Antofagasta;Calama;4.870;5.250;50 a 54;10.120
2;2201;Antofagasta;Calama;4.226;4.440;55 a 59;8.666
2;2201;Antofagasta;Calama;3.915;4.171;60 a 64;8.086
2;2201;Antofagasta;Calama;2.774;2.973;65 a 69;5.747
2;2201;Antofagasta;Calama;1.833;2.125;70 a 74;3.958
2;2201;Antofagasta;Calama;1.161;1.445;75 a 79;2.606
2;2201;Antofagasta;Calama;635;906;80 a 84;1.541
2;2201;Antofagasta;Calama;407;785;85 o más;1.192
2;2202;Antofagasta;Ollagüe;2;4;0 a 4;6
2;2202;Antofagasta;Ollagüe;6;13;5 a 9;19
2;2202;Antofagasta;Ollagüe;14;9;10 a 14;23
2;2202;Antofagasta;Ollagüe;9;11;15 a 19;20
2;2202;Antofagasta;Ollagüe;7;5;20 a 24;12
2;2202;Antofagasta;Ollagüe;7;10;25 a 29;17
2;2202;Antofagasta;Ollagüe;11;10;30 a 34;21
2;2202;Antofagasta;Ollagüe;8;9;35 a 39;17
2;2202;Antofagasta;Ollagüe;7;11;40 a 44;18
2;2202;Antofagasta;Ollagüe;14;8;45 a 49;22
2;2202;Antofagasta;Ollagüe;9;7;50 a 54;16
2;2202;Antofagasta;Ollagüe;7;8;55 a 59;15
2;2202;Antofagasta;Ollagüe;8;7;60 a 64;15
2;2202;Antofagasta;Ollagüe;5;9;65 a 69;14
2;2202;Antofagasta;Ollagüe;2;2;70 a 74;4
2;2202;Antofagasta;Ollagüe;4;7;75 a 79;11
2;2202;Antofagasta;Ollagüe;2;3;80 a 84;5
2;2202;Antofagasta;Ollagüe;0;1;85 o más;1
2;2203;Antofagasta;San Pedro de Atacama;303;335;0 a 4;638
2;2203;Antofagasta;San Pedro de Atacama;368;342;5 a 9;710
2;2203;Antofagasta;San Pedro de Atacama;380;330;10 a 14;710
2;2203;Antofagasta;San Pedro de Atacama;278;289;15 a 19;567
2;2203;Antofagasta;San Pedro de Atacama;308;329;20 a 24;637
2;2203;Antofagasta;San Pedro de Atacama;407;473;25 a 29;880
2;2203;Antofagasta;San Pedro de Atacama;488;539;30 a 34;1.027
2;2203;Antofagasta;San Pedro de Atacama;472;503;35 a 39;975
2;2203;Antofagasta;San Pedro de Atacama;374;421;40 a 44;795
2;2203;Antofagasta;San Pedro de Atacama;343;340;45 a 49;683
2;2203;Antofagasta;San Pedro de Atacama;265;270;50 a 54;535
2;2203;Antofagasta;San Pedro de Atacama;229;248;55 a 59;477
2;2203;Antofagasta;San Pedro de Atacama;173;197;60 a 64;370
2;2203;Antofagasta;San Pedro de Atacama;150;149;65 a 69;299
2;2203;Antofagasta;San Pedro de Atacama;96;105;70 a 74;201
2;2203;Antofagasta;San Pedro de Atacama;45;88;75 a 79;133
2;2203;Antofagasta;San Pedro de Atacama;51;56;80 a 84;107
2;2203;Antofagasta;San Pedro de Atacama;38;61;85 o más;99
2;2301;Antofagasta;Tocopilla;645;637;0 a 4;1.282
2;2301;Antofagasta;Tocopilla;897;903;5 a 9;1.800
2;2301;Antofagasta;Tocopilla;1048;1052;10 a 14;2100
2;2301;Antofagasta;Tocopilla;930;822;15 a 19;1.752
2;2301;Antofagasta;Tocopilla;850;745;20 a 24;1.595
2;2301;Antofagasta;Tocopilla;991;905;25 a 29;1.896
2;2301;Antofagasta;Tocopilla;1.044;1.085;30 a 34;2.129
2;2301;Antofagasta;Tocopilla;952;982;35 a 39;1934
2;2301;Antofagasta;Tocopilla;786;812;40 a 44;1598
2;2301;Antofagasta;Tocopilla;762;759;45 a 49;1.521
2;2301;Antofagasta;Tocopilla;744;791;50 a 54;1.535
2;2301;Antofagasta;Tocopilla;688;727;55 a 59;1.415
2;2301;Antofagasta;Tocopilla;744;744;60 a 64;1488
2;2301;Antofagasta;Tocopilla;641;634;65 a 69;1275
2;2301;Antofagasta;Tocopilla;432;481;70 a 74;913
2;2301;Antofagasta;Tocopilla;235;336;75 a 79;571
2;2301;Antofagasta;Tocopilla;128;211;80 a 84;339
2;2301;Antofagasta;Tocopilla;72;185;85 o más;257
2;2302;Antofagasta;María Elena;126;128;0 a 4;254
2;2302;Antofagasta;María Elena;182;159;5 a 9;341
2;2302;Antofagasta;María Elena;186;169;10 a 14;355
2;2302;Antofagasta;María Elena;180;138;15 a 19;318
2;2302;Antofagasta;María Elena;165;156;20 a 24;321
2;2302;Antofagasta;María Elena;205;200;25 a 29;405
2;2302;Antofagasta;María Elena;211;225;30 a 34;436
2;2302;Antofagasta;María Elena;190;200;35 a 39;390
2;2302;Antofagasta;María Elena;184;168;40 a 44;352
2;2302;Antofagasta;María Elena;126;147;45 a 49;273
2;2302;Antofagasta;María Elena;137;166;50 a 54;303
2;2302;Antofagasta;María Elena;174;161;55 a 59;335
2;2302;Antofagasta;María Elena;161;140;60 a 64;301
2;2302;Antofagasta;María Elena;115;83;65 a 69;198
2;2302;Antofagasta;María Elena;71;57;70 a 74;128
2;2302;Antofagasta;María Elena;31;26;75 a 79;57
2;2302;Antofagasta;María Elena;18;20;80 a 84;38
2;2302;Antofagasta;María Elena;15;14;85 o más;29
3;3101;Atacama;Copiapó;4440;4178;0 a 4;8618
3;3101;Atacama;Copiapó;5931;5540;5 a 9;11471
3;3101;Atacama;Copiapó;6771;6681;10 a 14;13452
3;3101;Atacama;Copiapó;6434;5875;15 a 19;12309
3;3101;Atacama;Copiapó;6098;5789;20 a 24;11887
3;3101;Atacama;Copiapó;6845;6909;25 a 29;13754
3;3101;Atacama;Copiapó;7609;7457;30 a 34;15066
3;3101;Atacama;Copiapó;6655;6619;35 a 39;13274
3;3101;Atacama;Copiapó;5706;5953;40 a 44;11659
3;3101;Atacama;Copiapó;4964;5357;45 a 49;10321
3;3101;Atacama;Copiapó;4793;5172;50 a 54;9965
3;3101;Atacama;Copiapó;4637;4923;55 a 59;9560
3;3101;Atacama;Copiapó;4126;4688;60 a 64;8814
3;3101;Atacama;Copiapó;3293;3453;65 a 69;6746
3;3101;Atacama;Copiapó;2220;2522;70 a 74;4742
3;3101;Atacama;Copiapó;1439;1772;75 a 79;3211
3;3101;Atacama;Copiapó;913;1228;80 a 84;2141
3;3101;Atacama;Copiapó;662;1179;85 o más;1841
3;3102;Atacama;Caldera;486;450;0 a 4;936
3;3102;Atacama;Caldera;682;541;5 a 9;1223
3;3102;Atacama;Caldera;700;761;10 a 14;1461
3;3102;Atacama;Caldera;696;639;15 a 19;1335
3;3102;Atacama;Caldera;624;556;20 a 24;1180
3;3102;Atacama;Caldera;694;641;25 a 29;1335
3;3102;Atacama;Caldera;697;768;30 a 34;1465
3;3102;Atacama;Caldera;673;694;35 a 39;1367
3;3102;Atacama;Caldera;593;610;40 a 44;1203
3;3102;Atacama;Caldera;514;569;45 a 49;1083
3;3102;Atacama;Caldera;598;567;50 a 54;1165
3;3102;Atacama;Caldera;579;567;55 a 59;1146
3;3102;Atacama;Caldera;577;621;60 a 64;1198
3;3102;Atacama;Caldera;516;539;65 a 69;1055
3;3102;Atacama;Caldera;356;350;70 a 74;706
3;3102;Atacama;Caldera;199;257;75 a 79;456
3;3102;Atacama;Caldera;132;137;80 a 84;269
3;3102;Atacama;Caldera;80;142;85 o más;222
3;3103;Atacama;Tierra Amarilla;348;307;0 a 4;655
3;3103;Atacama;Tierra Amarilla;452;407;5 a 9;859
3;3103;Atacama;Tierra Amarilla;488;454;10 a 14;942
3;3103;Atacama;Tierra Amarilla;483;482;15 a 19;965
3;3103;Atacama;Tierra Amarilla;472;400;20 a 24;872
3;3103;Atacama;Tierra Amarilla;428;417;25 a 29;845
3;3103;Atacama;Tierra Amarilla;469;469;30 a 34;938
3;3103;Atacama;Tierra Amarilla;379;428;35 a 39;807
3;3103;Atacama;Tierra Amarilla;354;359;40 a 44;713
3;3103;Atacama;Tierra Amarilla;350;333;45 a 49;683
3;3103;Atacama;Tierra Amarilla;404;376;50 a 54;780
3;3103;Atacama;Tierra Amarilla;391;353;55 a 59;744
3;3103;Atacama;Tierra Amarilla;368;321;60 a 64;689
3;3103;Atacama;Tierra Amarilla;255;249;65 a 69;504
3;3103;Atacama;Tierra Amarilla;191;181;70 a 74;372
3;3103;Atacama;Tierra Amarilla;115;115;75 a 79;230
3;3103;Atacama;Tierra Amarilla;74;71;80 a 84;145
3;3103;Atacama;Tierra Amarilla;49;54;85 o más;103
3;3201;Atacama;Chañaral;309;305;0 a 4;614
3;3201;Atacama;Chañaral;457;408;5 a 9;865
3;3201;Atacama;Chañaral;537;490;10 a 14;1027
3;3201;Atacama;Chañaral;437;408;15 a 19;845
3;3201;Atacama;Chañaral;414;344;20 a 24;758
3;3201;Atacama;Chañaral;479;403;25 a 29;882
3;3201;Atacama;Chañaral;481;468;30 a 34;949
3;3201;Atacama;Chañaral;427;437;35 a 39;864
3;3201;Atacama;Chañaral;340;367;40 a 44;707
3;3201;Atacama;Chañaral;356;380;45 a 49;736
3;3201;Atacama;Chañaral;377;365;50 a 54;742
3;3201;Atacama;Chañaral;353;375;55 a 59;728
3;3201;Atacama;Chañaral;370;414;60 a 64;784
3;3201;Atacama;Chañaral;329;298;65 a 69;627
3;3201;Atacama;Chañaral;226;236;70 a 74;462
3;3201;Atacama;Chañaral;159;190;75 a 79;349
3;3201;Atacama;Chañaral;90;130;80 a 84;220
3;3201;Atacama;Chañaral;78;108;85 o más;186
3;3202;Atacama;Diego de Almagro;260;294;0 a 4;554
3;3202;Atacama;Diego de Almagro;418;395;5 a 9;813
3;3202;Atacama;Diego de Almagro;543;502;10 a 14;1045
3;3202;Atacama;Diego de Almagro;441;364;15 a 19;805
3;3202;Atacama;Diego de Almagro;347;294;20 a 24;641
3;3202;Atacama;Diego de Almagro;396;425;25 a 29;821
3;3202;Atacama;Diego de Almagro;412;439;30 a 34;851
