codigo_region;codigo_comuna;region;comuna;pop_hombre_2024;pop_mujer_2024;Grupo_edad;pop_censo_2024
5;5302;Valparaíso;Calle Larga;80;131;85 o más;211
5;5303;Valparaíso;Rinconada;335;308;0 a 4;643
5;5303;Valparaíso;Rinconada;442;435;5 a 9;877
5;5303;Valparaíso;Rinconada;536;443;10 a 14;979
5;5303;Valparaíso;Rinconada;391;388;15 a 19;779
5;5303;Valparaíso;Rinconada;327;336;20 a 24;663
5;5303;Valparaíso;Rinconada;360;358;25 a 29;718
5;5303;Valparaíso;Rinconada;407;481;30 a 34;888
5;5303;Valparaíso;Rinconada;417;467;35 a 39;884
5;5303;Valparaíso;Rinconada;408;453;40 a 44;861
5;5303;Valparaíso;Rinconada;414;422;45 a 49;836
5;5303;Valparaíso;Rinconada;365;370;50 a 54;735
5;5303;Valparaíso;Rinconada;366;416;55 a 59;782
5;5303;Valparaíso;Rinconada;334;302;60 a 64;636
5;5303;Valparaíso;Rinconada;257;267;65 a 69;524
5;5303;Valparaíso;Rinconada;187;190;70 a 74;377
5;5303;Valparaíso;Rinconada;144;158;75 a 79;302
5;5303;Valparaíso;Rinconada;92;117;80 a 84;209
5;5303;Valparaíso;Rinconada;69;93;85 o más;162
5;5304;Valparaíso;San Esteban;498;470;0 a 4;968
5;5304;Valparaíso;San Esteban;680;665;5 a 9;1345
5;5304;Valparaíso;San Esteban;768;745;10 a 14;1513
5;5304;Valparaíso;San Esteban;697;649;15 a 19;1346
5;5304;Valparaíso;San Esteban;595;593;20 a 24;1188
5;5304;Valparaíso;San Esteban;656;639;25 a 29;1295
5;5304;Valparaíso;San Esteban;677;773;30 a 34;1450
5;5304;Valparaíso;San Esteban;742;776;35 a 39;1518
5;5304;Valparaíso;San Esteban;624;740;40 a 44;1364
5;5304;Valparaíso;San Esteban;612;689;45 a 49;1301
5;5304;Valparaíso;San Esteban;628;647;50 a 54;1275
5;5304;Valparaíso;San Esteban;623;739;55 a 59;1362
5;5304;Valparaíso;San Esteban;654;649;60 a 64;1303
5;5304;Valparaíso;San Esteban;476;499;65 a 69;975
5;5304;Valparaíso;San Esteban;363;365;70 a 74;728
5;5304;Valparaíso;San Esteban;274;286;75 a 79;560
5;5304;Valparaíso;San Esteban;163;176;80 a 84;339
5;5304;Valparaíso;San Esteban;105;177;85 o más;282
5;5401;Valparaíso;La Ligua;938;906;0 a 4;1844
5;5401;Valparaíso;La Ligua;1203;1204;5 a 9;2407
5;5401;Valparaíso;La Ligua;1309;1248;10 a 14;2557
5;5401;Valparaíso;La Ligua;1239;1110;15 a 19;2349
5;5401;Valparaíso;La Ligua;1117;1135;20 a 24;2252
5;5401;Valparaíso;La Ligua;1389;1333;25 a 29;2722
5;5401;Valparaíso;La Ligua;1399;1454;30 a 34;2853
5;5401;Valparaíso;La Ligua;1386;1480;35 a 39;2866
5;5401;Valparaíso;La Ligua;1235;1242;40 a 44;2477
5;5401;Valparaíso;La Ligua;1169;1251;45 a 49;2420
5;5401;Valparaíso;La Ligua;1148;1333;50 a 54;2481
5;5401;Valparaíso;La Ligua;1284;1418;55 a 59;2702
5;5401;Valparaíso;La Ligua;1278;1496;60 a 64;2774
5;5401;Valparaíso;La Ligua;1089;1186;65 a 69;2275
5;5401;Valparaíso;La Ligua;831;832;70 a 74;1663
5;5401;Valparaíso;La Ligua;554;591;75 a 79;1145
5;5401;Valparaíso;La Ligua;351;479;80 a 84;830
5;5401;Valparaíso;La Ligua;252;401;85 o más;653
5;5402;Valparaíso;Cabildo;487;478;0 a 4;965
5;5402;Valparaíso;Cabildo;643;612;5 a 9;1255
5;5402;Valparaíso;Cabildo;729;680;10 a 14;1409
5;5402;Valparaíso;Cabildo;736;686;15 a 19;1422
5;5402;Valparaíso;Cabildo;656;644;20 a 24;1300
5;5402;Valparaíso;Cabildo;670;682;25 a 29;1352
5;5402;Valparaíso;Cabildo;682;717;30 a 34;1399
5;5402;Valparaíso;Cabildo;633;711;35 a 39;1344
5;5402;Valparaíso;Cabildo;652;708;40 a 44;1360
5;5402;Valparaíso;Cabildo;571;603;45 a 49;1174
5;5402;Valparaíso;Cabildo;575;685;50 a 54;1260
5;5402;Valparaíso;Cabildo;632;663;55 a 59;1295
5;5402;Valparaíso;Cabildo;636;644;60 a 64;1280
5;5402;Valparaíso;Cabildo;540;562;65 a 69;1102
5;5402;Valparaíso;Cabildo;370;396;70 a 74;766
5;5402;Valparaíso;Cabildo;326;280;75 a 79;606
5;5402;Valparaíso;Cabildo;193;214;80 a 84;407
5;5402;Valparaíso;Cabildo;129;190;85 o más;319
5;5403;Valparaíso;Papudo;172;176;0 a 4;348
5;5403;Valparaíso;Papudo;247;236;5 a 9;483
5;5403;Valparaíso;Papudo;259;244;10 a 14;503
5;5403;Valparaíso;Papudo;218;228;15 a 19;446
5;5403;Valparaíso;Papudo;221;177;20 a 24;398
5;5403;Valparaíso;Papudo;216;271;25 a 29;487
5;5403;Valparaíso;Papudo;283;287;30 a 34;570
5;5403;Valparaíso;Papudo;263;257;35 a 39;520
5;5403;Valparaíso;Papudo;240;238;40 a 44;478
5;5403;Valparaíso;Papudo;238;238;45 a 49;476
5;5403;Valparaíso;Papudo;252;228;50 a 54;480
5;5403;Valparaíso;Papudo;260;262;55 a 59;522
5;5403;Valparaíso;Papudo;275;251;60 a 64;526
5;5403;Valparaíso;Papudo;227;245;65 a 69;472
5;5403;Valparaíso;Papudo;187;178;70 a 74;365
5;5403;Valparaíso;Papudo;101;137;75 a 79;238
5;5403;Valparaíso;Papudo;64;79;80 a 84;143
5;5403;Valparaíso;Papudo;43;63;85 o más;106
5;5404;Valparaíso;Petorca;220;233;0 a 4;453
5;5404;Valparaíso;Petorca;297;265;5 a 9;562
5;5404;Valparaíso;Petorca;307;334;10 a 14;641
5;5404;Valparaíso;Petorca;343;310;15 a 19;653
5;5404;Valparaíso;Petorca;290;291;20 a 24;581
5;5404;Valparaíso;Petorca;309;302;25 a 29;611
5;5404;Valparaíso;Petorca;378;388;30 a 34;766
5;5404;Valparaíso;Petorca;338;348;35 a 39;686
5;5404;Valparaíso;Petorca;312;305;40 a 44;617
5;5404;Valparaíso;Petorca;310;320;45 a 49;630
5;5404;Valparaíso;Petorca;295;369;50 a 54;664
5;5404;Valparaíso;Petorca;387;391;55 a 59;778
5;5404;Valparaíso;Petorca;361;357;60 a 64;718
5;5404;Valparaíso;Petorca;268;302;65 a 69;570
5;5404;Valparaíso;Petorca;244;250;70 a 74;494
5;5404;Valparaíso;Petorca;174;170;75 a 79;344
5;5404;Valparaíso;Petorca;106;118;80 a 84;224
5;5404;Valparaíso;Petorca;91;123;85 o más;214
5;5405;Valparaíso;Zapallar;217;217;0 a 4;434
5;5405;Valparaíso;Zapallar;266;251;5 a 9;517
5;5405;Valparaíso;Zapallar;255;295;10 a 14;550
5;5405;Valparaíso;Zapallar;203;187;15 a 19;390
5;5405;Valparaíso;Zapallar;199;176;20 a 24;375
5;5405;Valparaíso;Zapallar;251;230;25 a 29;481
5;5405;Valparaíso;Zapallar;281;311;30 a 34;592
5;5405;Valparaíso;Zapallar;285;305;35 a 39;590
5;5405;Valparaíso;Zapallar;283;279;40 a 44;562
5;5405;Valparaíso;Zapallar;252;269;45 a 49;521
5;5405;Valparaíso;Zapallar;215;240;50 a 54;455
5;5405;Valparaíso;Zapallar;225;229;55 a 59;454
5;5405;Valparaíso;Zapallar;279;307;60 a 64;586
5;5405;Valparaíso;Zapallar;237;247;65 a 69;484
5;5405;Valparaíso;Zapallar;183;216;70 a 74;399
5;5405;Valparaíso;Zapallar;125;127;75 a 79;252
5;5405;Valparaíso;Zapallar;82;100;80 a 84;182
5;5405;Valparaíso;Zapallar;64;92;85 o más;156
5;5501;Valparaíso;Quillota;2285;2125;0 a 4;4410
5;5501;Valparaíso;Quillota;3053;2918;5 a 9;5971
5;5501;Valparaíso;Quillota;3421;3288;10 a 14;6709
5;5501;Valparaíso;Quillota;3238;3108;15 a 19;6346
5;5501;Valparaíso;Quillota;3283;3085;20 a 24;6368
5;5501;Valparaíso;Quillota;3558;3458;25 a 29;7016
5;5501;Valparaíso;Quillota;3902;3930;30 a 34;7832
5;5501;Valparaíso;Quillota;3494;3723;35 a 39;7217
5;5501;Valparaíso;Quillota;3194;3359;40 a 44;6553
5;5501;Valparaíso;Quillota;2746;3021;45 a 49;5767
5;5501;Valparaíso;Quillota;2646;3039;50 a 54;5685
5;5501;Valparaíso;Quillota;2528;3095;55 a 59;5623
5;5501;Valparaíso;Quillota;2618;3245;60 a 64;5863
5;5501;Valparaíso;Quillota;2269;2751;65 a 69;5020
5;5501;Valparaíso;Quillota;1765;2093;70 a 74;3858
5;5501;Valparaíso;Quillota;1261;1628;75 a 79;2889
5;5501;Valparaíso;Quillota;800;1101;80 a 84;1901
5;5501;Valparaíso;Quillota;560;1165;85 o más;1725
5;5502;Valparaíso;Calera;1213;1151;0 a 4;2364
5;5502;Valparaíso;Calera;1577;1561;5 a 9;3138
5;5502;Valparaíso;Calera;1824;1743;10 a 14;3567
5;5502;Valparaíso;Calera;1812;1713;15 a 19;3525
5;5502;Valparaíso;Calera;1734;1724;20 a 24;3458
5;5502;Valparaíso;Calera;1833;1808;25 a 29;3641
5;5502;Valparaíso;Calera;1868;1906;30 a 34;3774
5;5502;Valparaíso;Calera;1732;1752;35 a 39;3484
5;5502;Valparaíso;Calera;1588;1691;40 a 44;3279
5;5502;Valparaíso;Calera;1412;1515;45 a 49;2927
5;5502;Valparaíso;Calera;1406;1633;50 a 54;3039
5;5502;Valparaíso;Calera;1492;1650;55 a 59;3142
5;5502;Valparaíso;Calera;1445;1722;60 a 64;3167
5;5502;Valparaíso;Calera;1270;1451;65 a 69;2721
5;5502;Valparaíso;Calera;926;1084;70 a 74;2010
5;5502;Valparaíso;Calera;648;862;75 a 79;1510
5;5502;Valparaíso;Calera;428;605;80 a 84;1033
5;5502;Valparaíso;Calera;305;547;85 o más;852
5;5503;Valparaíso;Hijuelas;513;505;0 a 4;1018
5;5503;Valparaíso;Hijuelas;587;626;5 a 9;1213
5;5503;Valparaíso;Hijuelas;654;703;10 a 14;1357
5;5503;Valparaíso;Hijuelas;645;616;15 a 19;1261
5;5503;Valparaíso;Hijuelas;657;629;20 a 24;1286
5;5503;Valparaíso;Hijuelas;728;661;25 a 29;1389
5;5503;Valparaíso;Hijuelas;707;761;30 a 34;1468
5;5503;Valparaíso;Hijuelas;682;690;35 a 39;1372
5;5503;Valparaíso;Hijuelas;621;619;40 a 44;1240
5;5503;Valparaíso;Hijuelas;553;596;45 a 49;1149
5;5503;Valparaíso;Hijuelas;593;643;50 a 54;1236
5;5503;Valparaíso;Hijuelas;621;664;55 a 59;1285
5;5503;Valparaíso;Hijuelas;626;636;60 a 64;1262
5;5503;Valparaíso;Hijuelas;458;464;65 a 69;922
5;5503;Valparaíso;Hijuelas;355;350;70 a 74;705
5;5503;Valparaíso;Hijuelas;267;251;75 a 79;518
5;5503;Valparaíso;Hijuelas;152;185;80 a 84;337
5;5503;Valparaíso;Hijuelas;99;169;85 o más;268
5;5504;Valparaíso;La Cruz;620;635;0 a 4;1255
5;5504;Valparaíso;La Cruz;919;885;5 a 9;1804
5;5504;Valparaíso;La Cruz;1036;941;10 a 14;1977
5;5504;Valparaíso;La Cruz;863;834;15 a 19;1697
5;5504;Valparaíso;La Cruz;803;746;20 a 24;1549
5;5504;Valparaíso;La Cruz;716;748;25 a 29;1464
5;5504;Valparaíso;La Cruz;982;1046;30 a 34;2028
5;5504;Valparaíso;La Cruz;1020;1201;35 a 39;2221
5;5504;Valparaíso;La Cruz;976;1118;40 a 44;2094
5;5504;Valparaíso;La Cruz;801;866;45 a 49;1667
5;5504;Valparaíso;La Cruz;706;764;50 a 54;1470
5;5504;Valparaíso;La Cruz;596;775;55 a 59;1371
5;5504;Valparaíso;La Cruz;601;685;60 a 64;1286
5;5504;Valparaíso;La Cruz;466;544;65 a 69;1010
5;5504;Valparaíso;La Cruz;371;426;70 a 74;797
5;5504;Valparaíso;La Cruz;252;317;75 a 79;569
5;5504;Valparaíso;La Cruz;141;218;80 a 84;359
5;5504;Valparaíso;La Cruz;124;197;85 o más;321
5;5506;Valparaíso;Nogales;491;482;0 a 4;973
5;5506;Valparaíso;Nogales;702;676;5 a 9;1378
5;5506;Valparaíso;Nogales;751;741;10 a 14;1492
5;5506;Valparaíso;Nogales;813;724;15 a 19;1537
5;5506;Valparaíso;Nogales;753;696;20 a 24;1449
5;5506;Valparaíso;Nogales;786;804;25 a 29;1590
5;5506;Valparaíso;Nogales;718;698;30 a 34;1416
5;5506;Valparaíso;Nogales;721;700;35 a 39;1421
5;5506;Valparaíso;Nogales;616;671;40 a 44;1287
5;5506;Valparaíso;Nogales;615;732;45 a 49;1347
5;5506;Valparaíso;Nogales;712;750;50 a 54;1462
5;5506;Valparaíso;Nogales;736;799;55 a 59;1535
5;5506;Valparaíso;Nogales;720;788;60 a 64;1508
5;5506;Valparaíso;Nogales;604;622;65 a 69;1226
5;5506;Valparaíso;Nogales;476;469;70 a 74;945
5;5506;Valparaíso;Nogales;301;390;75 a 79;691
5;5506;Valparaíso;Nogales;196;261;80 a 84;457
5;5506;Valparaíso;Nogales;138;284;85 o más;422
5;5601;Valparaíso;San Antonio;2285;2240;0 a 4;4525
5;5601;Valparaíso;San Antonio;3271;3095;5 a 9;6366
5;5601;Valparaíso;San Antonio;3510;3426;10 a 14;6936
5;5601;Valparaíso;San Antonio;3422;3092;15 a 19;6514
5;5601;Valparaíso;San Antonio;3265;3007;20 a 24;6272
5;5601;Valparaíso;San Antonio;3393;3267;25 a 29;6660
5;5601;Valparaíso;San Antonio;3743;3800;30 a 34;7543
5;5601;Valparaíso;San Antonio;3544;3617;35 a 39;7161
5;5601;Valparaíso;San Antonio;3047;3344;40 a 44;6391
5;5601;Valparaíso;San Antonio;2774;3040;45 a 49;5814
5;5601;Valparaíso;San Antonio;2820;3019;50 a 54;5839
5;5601;Valparaíso;San Antonio;2846;3226;55 a 59;6072
5;5601;Valparaíso;San Antonio;2702;3392;60 a 64;6094
5;5601;Valparaíso;San Antonio;2361;2687;65 a 69;5048
5;5601;Valparaíso;San Antonio;1682;1995;70 a 74;3677
5;5601;Valparaíso;San Antonio;1149;1496;75 a 79;2645
5;5601;Valparaíso;San Antonio;652;1063;80 a 84;1715
5;5601;Valparaíso;San Antonio;506;992;85 o más;1498
5;5602;Valparaíso;Algarrobo;336;320;0 a 4;656
5;5602;Valparaíso;Algarrobo;454;421;5 a 9;875
5;5602;Valparaíso;Algarrobo;440;445;10 a 14;885
5;5602;Valparaíso;Algarrobo;403;350;15 a 19;753
5;5602;Valparaíso;Algarrobo;390;319;20 a 24;709
5;5602;Valparaíso;Algarrobo;380;407;25 a 29;787
5;5602;Valparaíso;Algarrobo;474;503;30 a 34;977
5;5602;Valparaíso;Algarrobo;498;551;35 a 39;1049
5;5602;Valparaíso;Algarrobo;492;566;40 a 44;1058
5;5602;Valparaíso;Algarrobo;477;522;45 a 49;999
5;5602;Valparaíso;Algarrobo;496;514;50 a 54;1010
5;5602;Valparaíso;Algarrobo;489;576;55 a 59;1065
5;5602;Valparaíso;Algarrobo;553;688;60 a 64;1241
5;5602;Valparaíso;Algarrobo;579;697;65 a 69;1276
5;5602;Valparaíso;Algarrobo;484;616;70 a 74;1100
5;5602;Valparaíso;Algarrobo;383;414;75 a 79;797
5;5602;Valparaíso;Algarrobo;216;273;80 a 84;489
5;5602;Valparaíso;Algarrobo;129;221;85 o más;350
5;5603;Valparaíso;Cartagena;588;504;0 a 4;1092
5;5603;Valparaíso;Cartagena;762;761;5 a 9;1523
5;5603;Valparaíso;Cartagena;866;837;10 a 14;1703
5;5603;Valparaíso;Cartagena;810;707;15 a 19;1517
5;5603;Valparaíso;Cartagena;713;707;20 a 24;1420
5;5603;Valparaíso;Cartagena;674;723;25 a 29;1397
5;5603;Valparaíso;Cartagena;814;785;30 a 34;1599
5;5603;Valparaíso;Cartagena;776;841;35 a 39;1617
5;5603;Valparaíso;Cartagena;745;766;40 a 44;1511
5;5603;Valparaíso;Cartagena;715;719;45 a 49;1434
5;5603;Valparaíso;Cartagena;716;736;50 a 54;1452
5;5603;Valparaíso;Cartagena;742;829;55 a 59;1571
5;5603;Valparaíso;Cartagena;795;910;60 a 64;1705
5;5603;Valparaíso;Cartagena;792;852;65 a 69;1644
5;5603;Valparaíso;Cartagena;630;704;70 a 74;1334
5;5603;Valparaíso;Cartagena;451;528;75 a 79;979
5;5603;Valparaíso;Cartagena;279;363;80 a 84;642
5;5603;Valparaíso;Cartagena;175;284;85 o más;459
5;5604;Valparaíso;El Quisco;427;348;0 a 4;775
5;5604;Valparaíso;El Quisco;522;537;5 a 9;1059
5;5604;Valparaíso;El Quisco;543;548;10 a 14;1091
5;5604;Valparaíso;El Quisco;513;499;15 a 19;1012
5;5604;Valparaíso;El Quisco;432;415;20 a 24;847
5;5604;Valparaíso;El Quisco;498;511;25 a 29;1009
5;5604;Valparaíso;El Quisco;608;604;30 a 34;1212
5;5604;Valparaíso;El Quisco;616;648;35 a 39;1264
5;5604;Valparaíso;El Quisco;571;600;40 a 44;1171
5;5604;Valparaíso;El Quisco;481;566;45 a 49;1047
5;5604;Valparaíso;El Quisco;543;584;50 a 54;1127
5;5604;Valparaíso;El Quisco;569;634;55 a 59;1203
5;5604;Valparaíso;El Quisco;597;792;60 a 64;1389
5;5604;Valparaíso;El Quisco;680;782;65 a 69;1462
5;5604;Valparaíso;El Quisco;585;651;70 a 74;1236
5;5604;Valparaíso;El Quisco;452;539;75 a 79;991
5;5604;Valparaíso;El Quisco;270;354;80 a 84;624
5;5604;Valparaíso;El Quisco;181;271;85 o más;452
5;5605;Valparaíso;El Tabo;325;321;0 a 4;646
5;5605;Valparaíso;El Tabo;418;440;5 a 9;858
5;5605;Valparaíso;El Tabo;449;453;10 a 14;902
5;5605;Valparaíso;El Tabo;392;379;15 a 19;771
5;5605;Valparaíso;El Tabo;351;326;20 a 24;677
5;5605;Valparaíso;El Tabo;398;391;25 a 29;789
5;5605;Valparaíso;El Tabo;506;535;30 a 34;1041
5;5605;Valparaíso;El Tabo;510;496;35 a 39;1006
5;5605;Valparaíso;El Tabo;512;448;40 a 44;960
5;5605;Valparaíso;El Tabo;434;439;45 a 49;873
5;5605;Valparaíso;El Tabo;494;471;50 a 54;965
5;5605;Valparaíso;El Tabo;525;597;55 a 59;1122
5;5605;Valparaíso;El Tabo;610;757;60 a 64;1367
5;5605;Valparaíso;El Tabo;613;750;65 a 69;1363
5;5605;Valparaíso;El Tabo;569;631;70 a 74;1200
5;5605;Valparaíso;El Tabo;404;419;75 a 79;823
5;5605;Valparaíso;El Tabo;247;286;80 a 84;533
5;5605;Valparaíso;El Tabo;158;206;85 o más;364
5;5606;Valparaíso;Santo Domingo;318;317;0 a 4;635
5;5606;Valparaíso;Santo Domingo;432;431;5 a 9;863
5;5606;Valparaíso;Santo Domingo;449;435;10 a 14;884
5;5606;Valparaíso;Santo Domingo;403;357;15 a 19;760
5;5606;Valparaíso;Santo Domingo;268;303;20 a 24;571
5;5606;Valparaíso;Santo Domingo;350;326;25 a 29;676
5;5606;Valparaíso;Santo Domingo;380;425;30 a 34;805
5;5606;Valparaíso;Santo Domingo;473;539;35 a 39;1012
5;5606;Valparaíso;Santo Domingo;464;521;40 a 44;985
5;5606;Valparaíso;Santo Domingo;428;482;45 a 49;910
5;5606;Valparaíso;Santo Domingo;443;408;50 a 54;851
5;5606;Valparaíso;Santo Domingo;418;458;55 a 59;876
5;5606;Valparaíso;Santo Domingo;423;446;60 a 64;869
5;5606;Valparaíso;Santo Domingo;403;437;65 a 69;840
5;5606;Valparaíso;Santo Domingo;311;319;70 a 74;630
5;5606;Valparaíso;Santo Domingo;231;234;75 a 79;465
5;5606;Valparaíso;Santo Domingo;152;140;80 a 84;292
5;5606;Valparaíso;Santo Domingo;91;156;85 o más;247
5;5701;Valparaíso;San Felipe;2027;1990;0 a 4;4017
5;5701;Valparaíso;San Felipe;2675;2529;5 a 9;5204
5;5701;Valparaíso;San Felipe;2927;2836;10 a 14;5763
5;5701;Valparaíso;San Felipe;2676;2630;15 a 19;5306
5;5701;Valparaíso;San Felipe;2722;2674;20 a 24;5396
5;5701;Valparaíso;San Felipe;3052;3047;25 a 29;6099
5;5701;Valparaíso;San Felipe;3337;3332;30 a 34;6669
5;5701;Valparaíso;San Felipe;3059;3174;35 a 39;6233
5;5701;Valparaíso;San Felipe;2721;2858;40 a 44;5579
5;5701;Valparaíso;San Felipe;2283;2507;45 a 49;4790
5;5701;Valparaíso;San Felipe;2249;2452;50 a 54;4701
5;5701;Valparaíso;San Felipe;2223;2581;55 a 59;4804
5;5701;Valparaíso;San Felipe;2085;2559;60 a 64;4644
5;5701;Valparaíso;San Felipe;1768;1982;65 a 69;3750
5;5701;Valparaíso;San Felipe;1290;1574;70 a 74;2864
5;5701;Valparaíso;San Felipe;872;1159;75 a 79;2031
5;5701;Valparaíso;San Felipe;553;818;80 a 84;1371
5;5701;Valparaíso;San Felipe;402;790;85 o más;1192
5;5702;Valparaíso;Catemu;309;307;0 a 4;616
5;5702;Valparaíso;Catemu;426;430;5 a 9;856
5;5702;Valparaíso;Catemu;491;482;10 a 14;973
5;5702;Valparaíso;Catemu;458;456;15 a 19;914
5;5702;Valparaíso;Catemu;438;389;20 a 24;827
5;5702;Valparaíso;Catemu;435;422;25 a 29;857
5;5702;Valparaíso;Catemu;442;503;30 a 34;945
5;5702;Valparaíso;Catemu;462;485;35 a 39;947
5;5702;Valparaíso;Catemu;423;493;40 a 44;916
5;5702;Valparaíso;Catemu;457;469;45 a 49;926
5;5702;Valparaíso;Catemu;441;471;50 a 54;912
5;5702;Valparaíso;Catemu;424;468;55 a 59;892
5;5702;Valparaíso;Catemu;415;472;60 a 64;887
5;5702;Valparaíso;Catemu;366;367;65 a 69;733
5;5702;Valparaíso;Catemu;302;299;70 a 74;601
5;5702;Valparaíso;Catemu;202;223;75 a 79;425
5;5702;Valparaíso;Catemu;147;162;80 a 84;309
5;5702;Valparaíso;Catemu;90;134;85 o más;224
5;5703;Valparaíso;Llaillay;678;618;0 a 4;1296
5;5703;Valparaíso;Llaillay;886;874;5 a 9;1760
5;5703;Valparaíso;Llaillay;1031;895;10 a 14;1926
5;5703;Valparaíso;Llaillay;821;751;15 a 19;1572
5;5703;Valparaíso;Llaillay;768;772;20 a 24;1540
5;5703;Valparaíso;Llaillay;870;830;25 a 29;1700
5;5703;Valparaíso;Llaillay;911;1034;30 a 34;1945
5;5703;Valparaíso;Llaillay;944;946;35 a 39;1890
5;5703;Valparaíso;Llaillay;783;830;40 a 44;1613
5;5703;Valparaíso;Llaillay;713;831;45 a 49;1544
5;5703;Valparaíso;Llaillay;768;848;50 a 54;1616
5;5703;Valparaíso;Llaillay;822;825;55 a 59;1647
5;5703;Valparaíso;Llaillay;773;790;60 a 64;1563
5;5703;Valparaíso;Llaillay;615;699;65 a 69;1314
5;5703;Valparaíso;Llaillay;463;516;70 a 74;979
5;5703;Valparaíso;Llaillay;330;392;75 a 79;722
5;5703;Valparaíso;Llaillay;197;258;80 a 84;455
5;5703;Valparaíso;Llaillay;165;237;85 o más;402
5;5704;Valparaíso;Panquehue;169;159;0 a 4;328
5;5704;Valparaíso;Panquehue;271;217;5 a 9;488
5;5704;Valparaíso;Panquehue;265;232;10 a 14;497
5;5704;Valparaíso;Panquehue;249;285;15 a 19;534
5;5704;Valparaíso;Panquehue;223;227;20 a 24;450
5;5704;Valparaíso;Panquehue;231;221;25 a 29;452
5;5704;Valparaíso;Panquehue;236;266;30 a 34;502
5;5704;Valparaíso;Panquehue;237;273;35 a 39;510
5;5704;Valparaíso;Panquehue;245;240;40 a 44;485
5;5704;Valparaíso;Panquehue;228;252;45 a 49;480
5;5704;Valparaíso;Panquehue;235;243;50 a 54;478
5;5704;Valparaíso;Panquehue;235;256;55 a 59;491
5;5704;Valparaíso;Panquehue;215;258;60 a 64;473
5;5704;Valparaíso;Panquehue;203;180;65 a 69;383
5;5704;Valparaíso;Panquehue;147;139;70 a 74;286
5;5704;Valparaíso;Panquehue;100;130;75 a 79;230
5;5704;Valparaíso;Panquehue;56;55;80 a 84;111
5;5704;Valparaíso;Panquehue;37;54;85 o más;91
5;5705;Valparaíso;Putaendo;378;366;0 a 4;744
5;5705;Valparaíso;Putaendo;575;537;5 a 9;1112
5;5705;Valparaíso;Putaendo;586;610;10 a 14;1196
5;5705;Valparaíso;Putaendo;546;517;15 a 19;1063
5;5705;Valparaíso;Putaendo;550;513;20 a 24;1063
5;5705;Valparaíso;Putaendo;592;540;25 a 29;1132
5;5705;Valparaíso;Putaendo;562;633;30 a 34;1195
5;5705;Valparaíso;Putaendo;544;583;35 a 39;1127
5;5705;Valparaíso;Putaendo;555;580;40 a 44;1135
5;5705;Valparaíso;Putaendo;504;519;45 a 49;1023
5;5705;Valparaíso;Putaendo;549;564;50 a 54;1113
5;5705;Valparaíso;Putaendo;571;644;55 a 59;1215
5;5705;Valparaíso;Putaendo;576;590;60 a 64;1166
5;5705;Valparaíso;Putaendo;489;480;65 a 69;969
5;5705;Valparaíso;Putaendo;356;391;70 a 74;747
5;5705;Valparaíso;Putaendo;273;289;75 a 79;562
5;5705;Valparaíso;Putaendo;184;230;80 a 84;414
5;5705;Valparaíso;Putaendo;141;219;85 o más;360
5;5706;Valparaíso;Santa María;329;308;0 a 4;637
5;5706;Valparaíso;Santa María;465;479;5 a 9;944
5;5706;Valparaíso;Santa María;580;552;10 a 14;1132
5;5706;Valparaíso;Santa María;524;483;15 a 19;1007
5;5706;Valparaíso;Santa María;494;478;20 a 24;972
5;5706;Valparaíso;Santa María;497;501;25 a 29;998
5;5706;Valparaíso;Santa María;495;537;30 a 34;1032
5;5706;Valparaíso;Santa María;475;554;35 a 39;1029
5;5706;Valparaíso;Santa María;473;535;40 a 44;1008
5;5706;Valparaíso;Santa María;405;489;45 a 49;894
5;5706;Valparaíso;Santa María;441;473;50 a 54;914
5;5706;Valparaíso;Santa María;494;570;55 a 59;1064
5;5706;Valparaíso;Santa María;480;557;60 a 64;1037
5;5706;Valparaíso;Santa María;417;407;65 a 69;824
5;5706;Valparaíso;Santa María;322;330;70 a 74;652
5;5706;Valparaíso;Santa María;198;232;75 a 79;430
5;5706;Valparaíso;Santa María;142;172;80 a 84;314
5;5706;Valparaíso;Santa María;94;152;85 o más;246
5;5801;Valparaíso;Quilpué;3180;3143;0 a 4;6323
5;5801;Valparaíso;Quilpué;4701;4390;5 a 9;9091
5;5801;Valparaíso;Quilpué;5060;4983;10 a 14;10043
5;5801;Valparaíso;Quilpué;5341;4892;15 a 19;10233
5;5801;Valparaíso;Quilpué;5670;5384;20 a 24;11054
5;5801;Valparaíso;Quilpué;5779;5780;25 a 29;11559
5;5801;Valparaíso;Quilpué;6080;6175;30 a 34;12255
5;5801;Valparaíso;Quilpué;5563;5785;35 a 39;11348
5;5801;Valparaíso;Quilpué;5079;5580;40 a 44;10659
5;5801;Valparaíso;Quilpué;4668;5265;45 a 49;9933
5;5801;Valparaíso;Quilpué;4749;5557;50 a 54;10306
5;5801;Valparaíso;Quilpué;4696;5809;55 a 59;10505
5;5801;Valparaíso;Quilpué;4689;5846;60 a 64;10535
5;5801;Valparaíso;Quilpué;3997;4965;65 a 69;8962
5;5801;Valparaíso;Quilpué;3078;3915;70 a 74;6993
5;5801;Valparaíso;Quilpué;2276;3157;75 a 79;5433
5;5801;Valparaíso;Quilpué;1404;2356;80 a 84;3760
5;5801;Valparaíso;Quilpué;1139;2428;85 o más;3567
5;5802;Valparaíso;Limache;1427;1288;0 a 4;2715
5;5802;Valparaíso;Limache;1828;1790;5 a 9;3618
