Codigo_region;Circunscripción_senatorial;Distrito;region;comuna;votos_validos_candidato;candidato;votos_candidato
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 7;DE VALPARAISO;EL TABO;0;VOTOS EN BLANCO;18
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 7;DE VALPARAISO;EL TABO;0;VOTOS NULOS;38
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 7;DE VALPARAISO;ISLA DE PASCUA;972;GABRIEL BORIC FONT;972
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 7;DE VALPARAISO;ISLA DE PASCUA;581;JOSE ANTONIO KAST RIST;581
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 7;DE VALPARAISO;ISLA DE PASCUA;352;YASNA PROVOSTE CAMPILLAY;352
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 7;DE VALPARAISO;ISLA DE PASCUA;314;SEBASTIAN SICHEL RAMIREZ;314
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 7;DE VALPARAISO;ISLA DE PASCUA;41;EDUARDO ARTES BRICHETTI;41
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 7;DE VALPARAISO;ISLA DE PASCUA;323;MARCO ENRIQUEZ-OMINAMI GUMUCIO;323
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 7;DE VALPARAISO;ISLA DE PASCUA;311;FRANCO ALDO PARISI FERNANDEZ;311
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 7;DE VALPARAISO;ISLA DE PASCUA;0;VOTOS EN BLANCO;73
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 7;DE VALPARAISO;ISLA DE PASCUA;0;VOTOS NULOS;60
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 7;DE VALPARAISO;JUAN FERNANDEZ;144;GABRIEL BORIC FONT;144
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 7;DE VALPARAISO;JUAN FERNANDEZ;61;JOSE ANTONIO KAST RIST;61
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 7;DE VALPARAISO;JUAN FERNANDEZ;37;YASNA PROVOSTE CAMPILLAY;37
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 7;DE VALPARAISO;JUAN FERNANDEZ;42;SEBASTIAN SICHEL RAMIREZ;42
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 7;DE VALPARAISO;JUAN FERNANDEZ;5;EDUARDO ARTES BRICHETTI;5
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 7;DE VALPARAISO;JUAN FERNANDEZ;22;MARCO ENRIQUEZ-OMINAMI GUMUCIO;22
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 7;DE VALPARAISO;JUAN FERNANDEZ;6;FRANCO ALDO PARISI FERNANDEZ;6
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 7;DE VALPARAISO;JUAN FERNANDEZ;0;VOTOS EN BLANCO;3
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 7;DE VALPARAISO;JUAN FERNANDEZ;0;VOTOS NULOS;1
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 7;DE VALPARAISO;SAN ANTONIO;11916;GABRIEL BORIC FONT;11916
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 7;DE VALPARAISO;SAN ANTONIO;6985;JOSE ANTONIO KAST RIST;6985
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 7;DE VALPARAISO;SAN ANTONIO;5075;YASNA PROVOSTE CAMPILLAY;5075
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 7;DE VALPARAISO;SAN ANTONIO;3454;SEBASTIAN SICHEL RAMIREZ;3454
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 7;DE VALPARAISO;SAN ANTONIO;1038;EDUARDO ARTES BRICHETTI;1038
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 7;DE VALPARAISO;SAN ANTONIO;4312;MARCO ENRIQUEZ-OMINAMI GUMUCIO;4312
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 7;DE VALPARAISO;SAN ANTONIO;5914;FRANCO ALDO PARISI FERNANDEZ;5914
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 7;DE VALPARAISO;SAN ANTONIO;0;VOTOS EN BLANCO;138
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 7;DE VALPARAISO;SAN ANTONIO;0;VOTOS NULOS;323
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 7;DE VALPARAISO;SANTO DOMINGO;1281;GABRIEL BORIC FONT;1281
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 7;DE VALPARAISO;SANTO DOMINGO;3000;JOSE ANTONIO KAST RIST;3000
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 7;DE VALPARAISO;SANTO DOMINGO;828;YASNA PROVOSTE CAMPILLAY;828
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 7;DE VALPARAISO;SANTO DOMINGO;1333;SEBASTIAN SICHEL RAMIREZ;1333
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 7;DE VALPARAISO;SANTO DOMINGO;58;EDUARDO ARTES BRICHETTI;58
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 7;DE VALPARAISO;SANTO DOMINGO;395;MARCO ENRIQUEZ-OMINAMI GUMUCIO;395
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 7;DE VALPARAISO;SANTO DOMINGO;503;FRANCO ALDO PARISI FERNANDEZ;503
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 7;DE VALPARAISO;SANTO DOMINGO;0;VOTOS EN BLANCO;22
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 7;DE VALPARAISO;SANTO DOMINGO;0;VOTOS NULOS;46
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 7;DE VALPARAISO;VALPARAISO;45684;GABRIEL BORIC FONT;45684
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 7;DE VALPARAISO;VALPARAISO;30484;JOSE ANTONIO KAST RIST;30484
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 7;DE VALPARAISO;VALPARAISO;12931;YASNA PROVOSTE CAMPILLAY;12931
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 7;DE VALPARAISO;VALPARAISO;12302;SEBASTIAN SICHEL RAMIREZ;12302
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 7;DE VALPARAISO;VALPARAISO;3301;EDUARDO ARTES BRICHETTI;3301
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 7;DE VALPARAISO;VALPARAISO;11392;MARCO ENRIQUEZ-OMINAMI GUMUCIO;11392
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 7;DE VALPARAISO;VALPARAISO;13507;FRANCO ALDO PARISI FERNANDEZ;13507
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 7;DE VALPARAISO;VALPARAISO;0;VOTOS EN BLANCO;437
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 7;DE VALPARAISO;VALPARAISO;0;VOTOS NULOS;1129
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 7;DE VALPARAISO;VIÑA DEL MAR;41778;GABRIEL BORIC FONT;41778
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 7;DE VALPARAISO;VIÑA DEL MAR;47235;JOSE ANTONIO KAST RIST;47235
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 7;DE VALPARAISO;VIÑA DEL MAR;13555;YASNA PROVOSTE CAMPILLAY;13555
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 7;DE VALPARAISO;VIÑA DEL MAR;20944;SEBASTIAN SICHEL RAMIREZ;20944
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 7;DE VALPARAISO;VIÑA DEL MAR;2304;EDUARDO ARTES BRICHETTI;2304
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 7;DE VALPARAISO;VIÑA DEL MAR;9971;MARCO ENRIQUEZ-OMINAMI GUMUCIO;9971
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 7;DE VALPARAISO;VIÑA DEL MAR;13873;FRANCO ALDO PARISI FERNANDEZ;13873
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 7;DE VALPARAISO;VIÑA DEL MAR;0;VOTOS EN BLANCO;398
5;CIRCUNSCRIPCION SENATORIAL 6;DISTRITO 7;DE VALPARAISO;VIÑA DEL MAR;0;VOTOS NULOS;967
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;CODEGUA;1327;GABRIEL BORIC FONT;1327
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;CODEGUA;1175;JOSE ANTONIO KAST RIST;1175
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;CODEGUA;642;YASNA PROVOSTE CAMPILLAY;642
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;CODEGUA;578;SEBASTIAN SICHEL RAMIREZ;578
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;CODEGUA;58;EDUARDO ARTES BRICHETTI;58
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;CODEGUA;522;MARCO ENRIQUEZ-OMINAMI GUMUCIO;522
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;CODEGUA;1008;FRANCO ALDO PARISI FERNANDEZ;1008
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;CODEGUA;0;VOTOS EN BLANCO;35
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;CODEGUA;0;VOTOS NULOS;64
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;COINCO;769;GABRIEL BORIC FONT;769
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;COINCO;946;JOSE ANTONIO KAST RIST;946
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;COINCO;344;YASNA PROVOSTE CAMPILLAY;344
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;COINCO;475;SEBASTIAN SICHEL RAMIREZ;475
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;COINCO;24;EDUARDO ARTES BRICHETTI;24
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;COINCO;291;MARCO ENRIQUEZ-OMINAMI GUMUCIO;291
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;COINCO;422;FRANCO ALDO PARISI FERNANDEZ;422
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;COINCO;0;VOTOS EN BLANCO;23
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;COINCO;0;VOTOS NULOS;37
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;COLTAUCO;1526;GABRIEL BORIC FONT;1526
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;COLTAUCO;1880;JOSE ANTONIO KAST RIST;1880
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;COLTAUCO;974;YASNA PROVOSTE CAMPILLAY;974
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;COLTAUCO;943;SEBASTIAN SICHEL RAMIREZ;943
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;COLTAUCO;74;EDUARDO ARTES BRICHETTI;74
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;COLTAUCO;582;MARCO ENRIQUEZ-OMINAMI GUMUCIO;582
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;COLTAUCO;1139;FRANCO ALDO PARISI FERNANDEZ;1139
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;COLTAUCO;0;VOTOS EN BLANCO;39
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;COLTAUCO;0;VOTOS NULOS;59
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;DOÑIHUE;2293;GABRIEL BORIC FONT;2293
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;DOÑIHUE;1975;JOSE ANTONIO KAST RIST;1975
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;DOÑIHUE;1009;YASNA PROVOSTE CAMPILLAY;1009
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;DOÑIHUE;1085;SEBASTIAN SICHEL RAMIREZ;1085
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;DOÑIHUE;93;EDUARDO ARTES BRICHETTI;93
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;DOÑIHUE;760;MARCO ENRIQUEZ-OMINAMI GUMUCIO;760
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;DOÑIHUE;1498;FRANCO ALDO PARISI FERNANDEZ;1498
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;DOÑIHUE;0;VOTOS EN BLANCO;48
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;DOÑIHUE;0;VOTOS NULOS;67
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;GRANEROS;3724;GABRIEL BORIC FONT;3724
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;GRANEROS;2891;JOSE ANTONIO KAST RIST;2891
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;GRANEROS;1517;YASNA PROVOSTE CAMPILLAY;1517
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;GRANEROS;1479;SEBASTIAN SICHEL RAMIREZ;1479
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;GRANEROS;153;EDUARDO ARTES BRICHETTI;153
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;GRANEROS;1345;MARCO ENRIQUEZ-OMINAMI GUMUCIO;1345
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;GRANEROS;2238;FRANCO ALDO PARISI FERNANDEZ;2238
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;GRANEROS;0;VOTOS EN BLANCO;65
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;GRANEROS;0;VOTOS NULOS;166
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;MACHALI;5093;GABRIEL BORIC FONT;5093
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;MACHALI;5587;JOSE ANTONIO KAST RIST;5587
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;MACHALI;1848;YASNA PROVOSTE CAMPILLAY;1848
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;MACHALI;3171;SEBASTIAN SICHEL RAMIREZ;3171
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;MACHALI;172;EDUARDO ARTES BRICHETTI;172
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;MACHALI;1619;MARCO ENRIQUEZ-OMINAMI GUMUCIO;1619
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;MACHALI;2884;FRANCO ALDO PARISI FERNANDEZ;2884
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;MACHALI;0;VOTOS EN BLANCO;94
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;MACHALI;0;VOTOS NULOS;164
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;MALLOA;1064;GABRIEL BORIC FONT;1064
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;MALLOA;1691;JOSE ANTONIO KAST RIST;1691
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;MALLOA;794;YASNA PROVOSTE CAMPILLAY;794
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;MALLOA;682;SEBASTIAN SICHEL RAMIREZ;682
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;MALLOA;43;EDUARDO ARTES BRICHETTI;43
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;MALLOA;414;MARCO ENRIQUEZ-OMINAMI GUMUCIO;414
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;MALLOA;686;FRANCO ALDO PARISI FERNANDEZ;686
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;MALLOA;0;VOTOS EN BLANCO;25
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;MALLOA;0;VOTOS NULOS;63
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;MOSTAZAL;2657;GABRIEL BORIC FONT;2657
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;MOSTAZAL;2281;JOSE ANTONIO KAST RIST;2281
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;MOSTAZAL;1117;YASNA PROVOSTE CAMPILLAY;1117
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;MOSTAZAL;1063;SEBASTIAN SICHEL RAMIREZ;1063
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;MOSTAZAL;128;EDUARDO ARTES BRICHETTI;128
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;MOSTAZAL;856;MARCO ENRIQUEZ-OMINAMI GUMUCIO;856
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;MOSTAZAL;1594;FRANCO ALDO PARISI FERNANDEZ;1594
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;MOSTAZAL;0;VOTOS EN BLANCO;53
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;MOSTAZAL;0;VOTOS NULOS;104
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;OLIVAR;1324;GABRIEL BORIC FONT;1324
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;OLIVAR;1701;JOSE ANTONIO KAST RIST;1701
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;OLIVAR;718;YASNA PROVOSTE CAMPILLAY;718
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;OLIVAR;835;SEBASTIAN SICHEL RAMIREZ;835
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;OLIVAR;46;EDUARDO ARTES BRICHETTI;46
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;OLIVAR;493;MARCO ENRIQUEZ-OMINAMI GUMUCIO;493
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;OLIVAR;1076;FRANCO ALDO PARISI FERNANDEZ;1076
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;OLIVAR;0;VOTOS EN BLANCO;32
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;OLIVAR;0;VOTOS NULOS;55
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;QUINTA DE TILCOCO;1464;GABRIEL BORIC FONT;1464
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;QUINTA DE TILCOCO;1441;JOSE ANTONIO KAST RIST;1441
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;QUINTA DE TILCOCO;782;YASNA PROVOSTE CAMPILLAY;782
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;QUINTA DE TILCOCO;784;SEBASTIAN SICHEL RAMIREZ;784
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;QUINTA DE TILCOCO;72;EDUARDO ARTES BRICHETTI;72
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;QUINTA DE TILCOCO;420;MARCO ENRIQUEZ-OMINAMI GUMUCIO;420
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;QUINTA DE TILCOCO;810;FRANCO ALDO PARISI FERNANDEZ;810
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;QUINTA DE TILCOCO;0;VOTOS EN BLANCO;59
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;QUINTA DE TILCOCO;0;VOTOS NULOS;60
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;RANCAGUA;25697;GABRIEL BORIC FONT;25697
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;RANCAGUA;22731;JOSE ANTONIO KAST RIST;22731
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;RANCAGUA;9023;YASNA PROVOSTE CAMPILLAY;9023
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;RANCAGUA;11887;SEBASTIAN SICHEL RAMIREZ;11887
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;RANCAGUA;1144;EDUARDO ARTES BRICHETTI;1144
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;RANCAGUA;7922;MARCO ENRIQUEZ-OMINAMI GUMUCIO;7922
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;RANCAGUA;16173;FRANCO ALDO PARISI FERNANDEZ;16173
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;RANCAGUA;0;VOTOS EN BLANCO;289
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;RANCAGUA;0;VOTOS NULOS;777
6;CIRCUNSCRIPCION SENATORIAL 8;DISTRITO 15;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;RENGO;5573;GABRIEL BORIC FONT;5573
