Codigo_region;Circunscripción_senatorial;Distrito;region;comuna;votos_validos_candidato;candidato;votos_candidato
8;CIRCUNSCRIPCION SENATORIAL 10;DISTRITO 21;DEL BIOBIO;QUILLECO;1479;JOSE ANTONIO KAST RIST;1479
8;CIRCUNSCRIPCION SENATORIAL 10;DISTRITO 21;DEL BIOBIO;QUILLECO;572;YASNA PROVOSTE CAMPILLAY;572
8;CIRCUNSCRIPCION SENATORIAL 10;DISTRITO 21;DEL BIOBIO;QUILLECO;399;SEBASTIAN SICHEL RAMIREZ;399
8;CIRCUNSCRIPCION SENATORIAL 10;DISTRITO 21;DEL BIOBIO;QUILLECO;43;EDUARDO ARTES BRICHETTI;43
8;CIRCUNSCRIPCION SENATORIAL 10;DISTRITO 21;DEL BIOBIO;QUILLECO;244;MARCO ENRIQUEZ-OMINAMI GUMUCIO;244
8;CIRCUNSCRIPCION SENATORIAL 10;DISTRITO 21;DEL BIOBIO;QUILLECO;675;FRANCO ALDO PARISI FERNANDEZ;675
8;CIRCUNSCRIPCION SENATORIAL 10;DISTRITO 21;DEL BIOBIO;QUILLECO;0;VOTOS EN BLANCO;50
8;CIRCUNSCRIPCION SENATORIAL 10;DISTRITO 21;DEL BIOBIO;QUILLECO;0;VOTOS NULOS;59
8;CIRCUNSCRIPCION SENATORIAL 10;DISTRITO 21;DEL BIOBIO;SAN ROSENDO;313;GABRIEL BORIC FONT;313
8;CIRCUNSCRIPCION SENATORIAL 10;DISTRITO 21;DEL BIOBIO;SAN ROSENDO;510;JOSE ANTONIO KAST RIST;510
8;CIRCUNSCRIPCION SENATORIAL 10;DISTRITO 21;DEL BIOBIO;SAN ROSENDO;282;YASNA PROVOSTE CAMPILLAY;282
8;CIRCUNSCRIPCION SENATORIAL 10;DISTRITO 21;DEL BIOBIO;SAN ROSENDO;134;SEBASTIAN SICHEL RAMIREZ;134
8;CIRCUNSCRIPCION SENATORIAL 10;DISTRITO 21;DEL BIOBIO;SAN ROSENDO;13;EDUARDO ARTES BRICHETTI;13
8;CIRCUNSCRIPCION SENATORIAL 10;DISTRITO 21;DEL BIOBIO;SAN ROSENDO;204;MARCO ENRIQUEZ-OMINAMI GUMUCIO;204
8;CIRCUNSCRIPCION SENATORIAL 10;DISTRITO 21;DEL BIOBIO;SAN ROSENDO;431;FRANCO ALDO PARISI FERNANDEZ;431
8;CIRCUNSCRIPCION SENATORIAL 10;DISTRITO 21;DEL BIOBIO;SAN ROSENDO;0;VOTOS EN BLANCO;18
8;CIRCUNSCRIPCION SENATORIAL 10;DISTRITO 21;DEL BIOBIO;SAN ROSENDO;0;VOTOS NULOS;28
8;CIRCUNSCRIPCION SENATORIAL 10;DISTRITO 21;DEL BIOBIO;SANTA BARBARA;645;GABRIEL BORIC FONT;645
8;CIRCUNSCRIPCION SENATORIAL 10;DISTRITO 21;DEL BIOBIO;SANTA BARBARA;2082;JOSE ANTONIO KAST RIST;2082
8;CIRCUNSCRIPCION SENATORIAL 10;DISTRITO 21;DEL BIOBIO;SANTA BARBARA;670;YASNA PROVOSTE CAMPILLAY;670
8;CIRCUNSCRIPCION SENATORIAL 10;DISTRITO 21;DEL BIOBIO;SANTA BARBARA;583;SEBASTIAN SICHEL RAMIREZ;583
8;CIRCUNSCRIPCION SENATORIAL 10;DISTRITO 21;DEL BIOBIO;SANTA BARBARA;47;EDUARDO ARTES BRICHETTI;47
8;CIRCUNSCRIPCION SENATORIAL 10;DISTRITO 21;DEL BIOBIO;SANTA BARBARA;225;MARCO ENRIQUEZ-OMINAMI GUMUCIO;225
8;CIRCUNSCRIPCION SENATORIAL 10;DISTRITO 21;DEL BIOBIO;SANTA BARBARA;865;FRANCO ALDO PARISI FERNANDEZ;865
8;CIRCUNSCRIPCION SENATORIAL 10;DISTRITO 21;DEL BIOBIO;SANTA BARBARA;0;VOTOS EN BLANCO;38
8;CIRCUNSCRIPCION SENATORIAL 10;DISTRITO 21;DEL BIOBIO;SANTA BARBARA;0;VOTOS NULOS;46
8;CIRCUNSCRIPCION SENATORIAL 10;DISTRITO 21;DEL BIOBIO;TIRUA;581;GABRIEL BORIC FONT;581
8;CIRCUNSCRIPCION SENATORIAL 10;DISTRITO 21;DEL BIOBIO;TIRUA;1936;JOSE ANTONIO KAST RIST;1936
8;CIRCUNSCRIPCION SENATORIAL 10;DISTRITO 21;DEL BIOBIO;TIRUA;483;YASNA PROVOSTE CAMPILLAY;483
8;CIRCUNSCRIPCION SENATORIAL 10;DISTRITO 21;DEL BIOBIO;TIRUA;234;SEBASTIAN SICHEL RAMIREZ;234
8;CIRCUNSCRIPCION SENATORIAL 10;DISTRITO 21;DEL BIOBIO;TIRUA;57;EDUARDO ARTES BRICHETTI;57
8;CIRCUNSCRIPCION SENATORIAL 10;DISTRITO 21;DEL BIOBIO;TIRUA;140;MARCO ENRIQUEZ-OMINAMI GUMUCIO;140
8;CIRCUNSCRIPCION SENATORIAL 10;DISTRITO 21;DEL BIOBIO;TIRUA;322;FRANCO ALDO PARISI FERNANDEZ;322
8;CIRCUNSCRIPCION SENATORIAL 10;DISTRITO 21;DEL BIOBIO;TIRUA;0;VOTOS EN BLANCO;44
8;CIRCUNSCRIPCION SENATORIAL 10;DISTRITO 21;DEL BIOBIO;TIRUA;0;VOTOS NULOS;47
8;CIRCUNSCRIPCION SENATORIAL 10;DISTRITO 21;DEL BIOBIO;TUCAPEL;830;GABRIEL BORIC FONT;830
8;CIRCUNSCRIPCION SENATORIAL 10;DISTRITO 21;DEL BIOBIO;TUCAPEL;1823;JOSE ANTONIO KAST RIST;1823
8;CIRCUNSCRIPCION SENATORIAL 10;DISTRITO 21;DEL BIOBIO;TUCAPEL;939;YASNA PROVOSTE CAMPILLAY;939
8;CIRCUNSCRIPCION SENATORIAL 10;DISTRITO 21;DEL BIOBIO;TUCAPEL;584;SEBASTIAN SICHEL RAMIREZ;584
8;CIRCUNSCRIPCION SENATORIAL 10;DISTRITO 21;DEL BIOBIO;TUCAPEL;53;EDUARDO ARTES BRICHETTI;53
8;CIRCUNSCRIPCION SENATORIAL 10;DISTRITO 21;DEL BIOBIO;TUCAPEL;305;MARCO ENRIQUEZ-OMINAMI GUMUCIO;305
8;CIRCUNSCRIPCION SENATORIAL 10;DISTRITO 21;DEL BIOBIO;TUCAPEL;1148;FRANCO ALDO PARISI FERNANDEZ;1148
8;CIRCUNSCRIPCION SENATORIAL 10;DISTRITO 21;DEL BIOBIO;TUCAPEL;0;VOTOS EN BLANCO;61
8;CIRCUNSCRIPCION SENATORIAL 10;DISTRITO 21;DEL BIOBIO;TUCAPEL;0;VOTOS NULOS;60
8;CIRCUNSCRIPCION SENATORIAL 10;DISTRITO 21;DEL BIOBIO;YUMBEL;1381;GABRIEL BORIC FONT;1381
8;CIRCUNSCRIPCION SENATORIAL 10;DISTRITO 21;DEL BIOBIO;YUMBEL;3275;JOSE ANTONIO KAST RIST;3275
8;CIRCUNSCRIPCION SENATORIAL 10;DISTRITO 21;DEL BIOBIO;YUMBEL;1242;YASNA PROVOSTE CAMPILLAY;1242
8;CIRCUNSCRIPCION SENATORIAL 10;DISTRITO 21;DEL BIOBIO;YUMBEL;794;SEBASTIAN SICHEL RAMIREZ;794
8;CIRCUNSCRIPCION SENATORIAL 10;DISTRITO 21;DEL BIOBIO;YUMBEL;86;EDUARDO ARTES BRICHETTI;86
8;CIRCUNSCRIPCION SENATORIAL 10;DISTRITO 21;DEL BIOBIO;YUMBEL;472;MARCO ENRIQUEZ-OMINAMI GUMUCIO;472
8;CIRCUNSCRIPCION SENATORIAL 10;DISTRITO 21;DEL BIOBIO;YUMBEL;1356;FRANCO ALDO PARISI FERNANDEZ;1356
8;CIRCUNSCRIPCION SENATORIAL 10;DISTRITO 21;DEL BIOBIO;YUMBEL;0;VOTOS EN BLANCO;72
8;CIRCUNSCRIPCION SENATORIAL 10;DISTRITO 21;DEL BIOBIO;YUMBEL;0;VOTOS NULOS;89
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;ANGOL;2807;GABRIEL BORIC FONT;2807
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;ANGOL;9982;JOSE ANTONIO KAST RIST;9982
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;ANGOL;2197;YASNA PROVOSTE CAMPILLAY;2197
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;ANGOL;2021;SEBASTIAN SICHEL RAMIREZ;2021
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;ANGOL;153;EDUARDO ARTES BRICHETTI;153
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;ANGOL;940;MARCO ENRIQUEZ-OMINAMI GUMUCIO;940
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;ANGOL;3070;FRANCO ALDO PARISI FERNANDEZ;3070
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;ANGOL;0;VOTOS EN BLANCO;110
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;ANGOL;0;VOTOS NULOS;177
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;COLLIPULLI;1119;GABRIEL BORIC FONT;1119
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;COLLIPULLI;4949;JOSE ANTONIO KAST RIST;4949
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;COLLIPULLI;923;YASNA PROVOSTE CAMPILLAY;923
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;COLLIPULLI;676;SEBASTIAN SICHEL RAMIREZ;676
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;COLLIPULLI;89;EDUARDO ARTES BRICHETTI;89
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;COLLIPULLI;486;MARCO ENRIQUEZ-OMINAMI GUMUCIO;486
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;COLLIPULLI;1170;FRANCO ALDO PARISI FERNANDEZ;1170
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;COLLIPULLI;0;VOTOS EN BLANCO;107
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;COLLIPULLI;0;VOTOS NULOS;105
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;CURACAUTIN;996;GABRIEL BORIC FONT;996
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;CURACAUTIN;4160;JOSE ANTONIO KAST RIST;4160
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;CURACAUTIN;840;YASNA PROVOSTE CAMPILLAY;840
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;CURACAUTIN;605;SEBASTIAN SICHEL RAMIREZ;605
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;CURACAUTIN;59;EDUARDO ARTES BRICHETTI;59
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;CURACAUTIN;353;MARCO ENRIQUEZ-OMINAMI GUMUCIO;353
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;CURACAUTIN;657;FRANCO ALDO PARISI FERNANDEZ;657
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;CURACAUTIN;0;VOTOS EN BLANCO;62
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;CURACAUTIN;0;VOTOS NULOS;82
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;ERCILLA;485;GABRIEL BORIC FONT;485
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;ERCILLA;1490;JOSE ANTONIO KAST RIST;1490
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;ERCILLA;322;YASNA PROVOSTE CAMPILLAY;322
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;ERCILLA;211;SEBASTIAN SICHEL RAMIREZ;211
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;ERCILLA;50;EDUARDO ARTES BRICHETTI;50
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;ERCILLA;182;MARCO ENRIQUEZ-OMINAMI GUMUCIO;182
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;ERCILLA;179;FRANCO ALDO PARISI FERNANDEZ;179
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;ERCILLA;0;VOTOS EN BLANCO;20
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;ERCILLA;0;VOTOS NULOS;33
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;GALVARINO;880;GABRIEL BORIC FONT;880
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;GALVARINO;1802;JOSE ANTONIO KAST RIST;1802
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;GALVARINO;1134;YASNA PROVOSTE CAMPILLAY;1134
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;GALVARINO;364;SEBASTIAN SICHEL RAMIREZ;364
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;GALVARINO;73;EDUARDO ARTES BRICHETTI;73
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;GALVARINO;376;MARCO ENRIQUEZ-OMINAMI GUMUCIO;376
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;GALVARINO;473;FRANCO ALDO PARISI FERNANDEZ;473
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;GALVARINO;0;VOTOS EN BLANCO;59
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;GALVARINO;0;VOTOS NULOS;68
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;LAUTARO;2171;GABRIEL BORIC FONT;2171
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;LAUTARO;6919;JOSE ANTONIO KAST RIST;6919
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;LAUTARO;2197;YASNA PROVOSTE CAMPILLAY;2197
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;LAUTARO;1281;SEBASTIAN SICHEL RAMIREZ;1281
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;LAUTARO;144;EDUARDO ARTES BRICHETTI;144
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;LAUTARO;785;MARCO ENRIQUEZ-OMINAMI GUMUCIO;785
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;LAUTARO;1829;FRANCO ALDO PARISI FERNANDEZ;1829
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;LAUTARO;0;VOTOS EN BLANCO;97
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;LAUTARO;0;VOTOS NULOS;168
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;LONQUIMAY;580;GABRIEL BORIC FONT;580
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;LONQUIMAY;2144;JOSE ANTONIO KAST RIST;2144
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;LONQUIMAY;880;YASNA PROVOSTE CAMPILLAY;880
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;LONQUIMAY;326;SEBASTIAN SICHEL RAMIREZ;326
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;LONQUIMAY;32;EDUARDO ARTES BRICHETTI;32
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;LONQUIMAY;169;MARCO ENRIQUEZ-OMINAMI GUMUCIO;169
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;LONQUIMAY;427;FRANCO ALDO PARISI FERNANDEZ;427
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;LONQUIMAY;0;VOTOS EN BLANCO;98
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;LONQUIMAY;0;VOTOS NULOS;81
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;LOS SAUCES;386;GABRIEL BORIC FONT;386
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;LOS SAUCES;1881;JOSE ANTONIO KAST RIST;1881
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;LOS SAUCES;462;YASNA PROVOSTE CAMPILLAY;462
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;LOS SAUCES;310;SEBASTIAN SICHEL RAMIREZ;310
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;LOS SAUCES;28;EDUARDO ARTES BRICHETTI;28
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;LOS SAUCES;130;MARCO ENRIQUEZ-OMINAMI GUMUCIO;130
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;LOS SAUCES;277;FRANCO ALDO PARISI FERNANDEZ;277
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;LOS SAUCES;0;VOTOS EN BLANCO;49
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;LOS SAUCES;0;VOTOS NULOS;48
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;LUMACO;556;GABRIEL BORIC FONT;556
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;LUMACO;2443;JOSE ANTONIO KAST RIST;2443
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;LUMACO;455;YASNA PROVOSTE CAMPILLAY;455
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;LUMACO;227;SEBASTIAN SICHEL RAMIREZ;227
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;LUMACO;52;EDUARDO ARTES BRICHETTI;52
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;LUMACO;175;MARCO ENRIQUEZ-OMINAMI GUMUCIO;175
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;LUMACO;241;FRANCO ALDO PARISI FERNANDEZ;241
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;LUMACO;0;VOTOS EN BLANCO;51
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;LUMACO;0;VOTOS NULOS;42
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;MELIPEUCO;362;GABRIEL BORIC FONT;362
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;MELIPEUCO;944;JOSE ANTONIO KAST RIST;944
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;MELIPEUCO;328;YASNA PROVOSTE CAMPILLAY;328
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;MELIPEUCO;199;SEBASTIAN SICHEL RAMIREZ;199
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;MELIPEUCO;26;EDUARDO ARTES BRICHETTI;26
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;MELIPEUCO;95;MARCO ENRIQUEZ-OMINAMI GUMUCIO;95
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;MELIPEUCO;247;FRANCO ALDO PARISI FERNANDEZ;247
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;MELIPEUCO;0;VOTOS EN BLANCO;20
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;MELIPEUCO;0;VOTOS NULOS;29
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;PERQUENCO;383;GABRIEL BORIC FONT;383
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;PERQUENCO;1252;JOSE ANTONIO KAST RIST;1252
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;PERQUENCO;458;YASNA PROVOSTE CAMPILLAY;458
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;PERQUENCO;174;SEBASTIAN SICHEL RAMIREZ;174
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;PERQUENCO;36;EDUARDO ARTES BRICHETTI;36
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;PERQUENCO;186;MARCO ENRIQUEZ-OMINAMI GUMUCIO;186
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;PERQUENCO;456;FRANCO ALDO PARISI FERNANDEZ;456
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;PERQUENCO;0;VOTOS EN BLANCO;22
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;PERQUENCO;0;VOTOS NULOS;39
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;PUREN;615;GABRIEL BORIC FONT;615
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;PUREN;2644;JOSE ANTONIO KAST RIST;2644
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;PUREN;924;YASNA PROVOSTE CAMPILLAY;924
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;PUREN;398;SEBASTIAN SICHEL RAMIREZ;398
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;PUREN;49;EDUARDO ARTES BRICHETTI;49
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;PUREN;230;MARCO ENRIQUEZ-OMINAMI GUMUCIO;230
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;PUREN;405;FRANCO ALDO PARISI FERNANDEZ;405
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;PUREN;0;VOTOS EN BLANCO;32
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;PUREN;0;VOTOS NULOS;44
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;RENAICO;445;GABRIEL BORIC FONT;445
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;RENAICO;1755;JOSE ANTONIO KAST RIST;1755
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;RENAICO;576;YASNA PROVOSTE CAMPILLAY;576
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;RENAICO;385;SEBASTIAN SICHEL RAMIREZ;385
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;RENAICO;35;EDUARDO ARTES BRICHETTI;35
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;RENAICO;259;MARCO ENRIQUEZ-OMINAMI GUMUCIO;259
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;RENAICO;792;FRANCO ALDO PARISI FERNANDEZ;792
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;RENAICO;0;VOTOS EN BLANCO;32
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;RENAICO;0;VOTOS NULOS;68
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;TRAIGUEN;1273;GABRIEL BORIC FONT;1273
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;TRAIGUEN;3830;JOSE ANTONIO KAST RIST;3830
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;TRAIGUEN;991;YASNA PROVOSTE CAMPILLAY;991
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;TRAIGUEN;753;SEBASTIAN SICHEL RAMIREZ;753
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;TRAIGUEN;105;EDUARDO ARTES BRICHETTI;105
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;TRAIGUEN;431;MARCO ENRIQUEZ-OMINAMI GUMUCIO;431
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;TRAIGUEN;519;FRANCO ALDO PARISI FERNANDEZ;519
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;TRAIGUEN;0;VOTOS EN BLANCO;66
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;TRAIGUEN;0;VOTOS NULOS;113
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;VICTORIA;1718;GABRIEL BORIC FONT;1718
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;VICTORIA;8472;JOSE ANTONIO KAST RIST;8472
9;CIRCUNSCRIPCION SENATORIAL 11;DISTRITO 22;DE LA ARAUCANIA;VICTORIA;1477;YASNA PROVOSTE CAMPILLAY;1477
